"","Time_in_min","Inhibitor","CN_ERK","Object","Slide"
"53515",65.5,"YM",0.849,1003,"P2"
"53516",69,"YM",0.8974,1003,"P2"
"53517",72.5,"YM",0.8677,1003,"P2"
"53518",76,"YM",0.8629,1003,"P2"
"53519",79.5,"YM",0.792,1003,"P2"
"53520",83,"YM",0.7711,1003,"P2"
"53521",2.5,"YM",0.781,1004,"P2"
"53522",6,"YM",0.8056,1004,"P2"
"53523",9.5,"YM",0.8702,1004,"P2"
"53524",13,"YM",0.8388,1004,"P2"
"53525",16.5,"YM",0.8657,1004,"P2"
"53526",20,"YM",0.9226,1004,"P2"
"53527",23.5,"YM",0.9063,1004,"P2"
"53528",27,"YM",1.0771,1004,"P2"
"53529",30.5,"YM",1.2341,1004,"P2"
"53530",34,"YM",1.3335,1004,"P2"
"53531",37.5,"YM",1.1856,1004,"P2"
"53532",41,"YM",1.1571,1004,"P2"
"53533",44.5,"YM",1.1986,1004,"P2"
"53534",48,"YM",1.1843,1004,"P2"
"53535",51.5,"YM",1.1568,1004,"P2"
"53536",55,"YM",1.1603,1004,"P2"
"53537",58.5,"YM",1.0846,1004,"P2"
"53538",62,"YM",1.1248,1004,"P2"
"53539",65.5,"YM",1.1646,1004,"P2"
"53540",69,"YM",1.1119,1004,"P2"
"53541",72.5,"YM",1.0795,1004,"P2"
"53542",76,"YM",1.0751,1004,"P2"
"53543",79.5,"YM",0.9747,1004,"P2"
"53544",83,"YM",1.0227,1004,"P2"
"53545",2.5,"YM",0.2659,1008,"P2"
"53546",6,"YM",0.2696,1008,"P2"
"53547",9.5,"YM",0.2882,1008,"P2"
"53548",13,"YM",0.2743,1008,"P2"
"53549",16.5,"YM",0.2598,1008,"P2"
"53550",20,"YM",0.266,1008,"P2"
"53551",23.5,"YM",0.2808,1008,"P2"
"53552",27,"YM",0.2887,1008,"P2"
"53553",30.5,"YM",0.3672,1008,"P2"
"53554",34,"YM",0.404,1008,"P2"
"53555",37.5,"YM",0.3999,1008,"P2"
"53556",41,"YM",0.3861,1008,"P2"
"53557",44.5,"YM",0.3987,1008,"P2"
"53558",48,"YM",0.4301,1008,"P2"
"53559",51.5,"YM",0.473,1008,"P2"
"53560",55,"YM",0.5233,1008,"P2"
"53561",58.5,"YM",0.5333,1008,"P2"
"53562",62,"YM",0.508,1008,"P2"
"53563",65.5,"YM",0.4367,1008,"P2"
"53564",69,"YM",0.4208,1008,"P2"
"53565",72.5,"YM",0.4263,1008,"P2"
"53566",76,"YM",0.4078,1008,"P2"
"53567",79.5,"YM",0.4188,1008,"P2"
"53568",83,"YM",0.4058,1008,"P2"
"53569",2.5,"YM",0.6223,101,"P2"
"53570",6,"YM",0.664,101,"P2"
"53571",9.5,"YM",0.6592,101,"P2"
"53572",13,"YM",0.6656,101,"P2"
"53573",16.5,"YM",0.6282,101,"P2"
"53574",20,"YM",0.6665,101,"P2"
"53575",23.5,"YM",0.7273,101,"P2"
"53576",27,"YM",0.8619,101,"P2"
"53577",30.5,"YM",0.982,101,"P2"
"53578",34,"YM",0.9013,101,"P2"
"53579",37.5,"YM",0.8194,101,"P2"
"53580",41,"YM",0.8266,101,"P2"
"53581",44.5,"YM",0.9273,101,"P2"
"53582",48,"YM",1.0106,101,"P2"
"53583",51.5,"YM",1.0565,101,"P2"
"53584",55,"YM",1.1154,101,"P2"
"53585",58.5,"YM",1.1331,101,"P2"
"53586",62,"YM",1.0393,101,"P2"
"53587",65.5,"YM",0.9839,101,"P2"
"53588",69,"YM",0.978,101,"P2"
"53589",72.5,"YM",1.0061,101,"P2"
"53590",76,"YM",1.0142,101,"P2"
"53591",79.5,"YM",0.9153,101,"P2"
"53592",83,"YM",0.9263,101,"P2"
"53593",2.5,"YM",0.5707,1012,"P2"
"53594",6,"YM",0.5965,1012,"P2"
"53595",9.5,"YM",0.595,1012,"P2"
"53596",13,"YM",0.5908,1012,"P2"
"53597",16.5,"YM",0.5771,1012,"P2"
"53598",20,"YM",0.5712,1012,"P2"
"53599",23.5,"YM",0.4832,1012,"P2"
"53600",27,"YM",0.6655,1012,"P2"
"53601",30.5,"YM",0.8969,1012,"P2"
"53602",34,"YM",1.0055,1012,"P2"
"53603",37.5,"YM",0.9356,1012,"P2"
"53604",41,"YM",0.864,1012,"P2"
"53605",44.5,"YM",0.7996,1012,"P2"
"53606",48,"YM",0.7884,1012,"P2"
"53607",51.5,"YM",0.8035,1012,"P2"
"53608",55,"YM",0.8989,1012,"P2"
"53609",58.5,"YM",0.9096,1012,"P2"
"53610",62,"YM",0.9607,1012,"P2"
"53611",65.5,"YM",0.9069,1012,"P2"
"53612",69,"YM",0.9456,1012,"P2"
"53613",72.5,"YM",1.0075,1012,"P2"
"53614",76,"YM",1.0686,1012,"P2"
"53615",79.5,"YM",0.9545,1012,"P2"
"53616",83,"YM",0.8774,1012,"P2"
"53617",2.5,"YM",0.596,1014,"P2"
"53618",6,"YM",0.533,1014,"P2"
"53619",9.5,"YM",0.5697,1014,"P2"
"53620",13,"YM",0.5704,1014,"P2"
"53621",16.5,"YM",0.6252,1014,"P2"
"53622",20,"YM",0.6225,1014,"P2"
"53623",23.5,"YM",0.5441,1014,"P2"
"53624",27,"YM",1.0936,1014,"P2"
"53625",30.5,"YM",1.4924,1014,"P2"
"53626",34,"YM",1.6018,1014,"P2"
"53627",37.5,"YM",1.4385,1014,"P2"
"53628",41,"YM",1.5149,1014,"P2"
"53629",44.5,"YM",1.7067,1014,"P2"
"53630",48,"YM",1.8251,1014,"P2"
"53631",51.5,"YM",1.6228,1014,"P2"
"53632",55,"YM",1.4796,1014,"P2"
"53633",58.5,"YM",1.708,1014,"P2"
"53634",62,"YM",1.6818,1014,"P2"
"53635",65.5,"YM",1.6575,1014,"P2"
"53636",69,"YM",1.7946,1014,"P2"
"53637",72.5,"YM",1.5327,1014,"P2"
"53638",76,"YM",1.4112,1014,"P2"
"53639",79.5,"YM",1.3121,1014,"P2"
"53640",83,"YM",1.3838,1014,"P2"
"53641",2.5,"YM",0.5932,102,"P2"
"53642",6,"YM",0.5949,102,"P2"
"53643",9.5,"YM",0.5742,102,"P2"
"53644",13,"YM",0.626,102,"P2"
"53645",16.5,"YM",0.5932,102,"P2"
"53646",20,"YM",0.5898,102,"P2"
"53647",23.5,"YM",0.6435,102,"P2"
"53648",27,"YM",1.0179,102,"P2"
"53649",30.5,"YM",1.1774,102,"P2"
"53650",34,"YM",1.2012,102,"P2"
"53651",37.5,"YM",0.958,102,"P2"
"53652",41,"YM",0.9596,102,"P2"
"53653",44.5,"YM",1.1488,102,"P2"
"53654",48,"YM",1.2437,102,"P2"
"53655",51.5,"YM",1.1939,102,"P2"
"53656",55,"YM",1.138,102,"P2"
"53657",58.5,"YM",0.977,102,"P2"
"53658",62,"YM",0.9663,102,"P2"
"53659",65.5,"YM",0.9763,102,"P2"
"53660",69,"YM",0.9165,102,"P2"
"53661",72.5,"YM",0.8518,102,"P2"
"53662",76,"YM",0.8398,102,"P2"
"53663",79.5,"YM",0.9092,102,"P2"
"53664",83,"YM",1.0054,102,"P2"
"53665",2.5,"YM",0.4596,105,"P2"
"53666",6,"YM",0.4305,105,"P2"
"53667",9.5,"YM",0.3987,105,"P2"
"53668",13,"YM",0.4346,105,"P2"
"53669",16.5,"YM",0.4038,105,"P2"
"53670",20,"YM",0.4214,105,"P2"
"53671",23.5,"YM",0.3792,105,"P2"
"53672",27,"YM",0.6614,105,"P2"
"53673",30.5,"YM",0.8819,105,"P2"
"53674",34,"YM",0.93,105,"P2"
"53675",37.5,"YM",0.7961,105,"P2"
"53676",41,"YM",0.7656,105,"P2"
"53677",44.5,"YM",0.7862,105,"P2"
"53678",48,"YM",0.8869,105,"P2"
"53679",51.5,"YM",0.9382,105,"P2"
"53680",55,"YM",0.9294,105,"P2"
"53681",58.5,"YM",0.876,105,"P2"
"53682",62,"YM",0.8188,105,"P2"
"53683",65.5,"YM",0.8103,105,"P2"
"53684",69,"YM",0.805,105,"P2"
"53685",72.5,"YM",0.7408,105,"P2"
"53686",76,"YM",0.7567,105,"P2"
"53687",79.5,"YM",0.7336,105,"P2"
"53688",83,"YM",0.7677,105,"P2"
"53689",2.5,"YM",0.3358,107,"P2"
"53690",6,"YM",0.335,107,"P2"
"53691",9.5,"YM",0.3331,107,"P2"
"53692",13,"YM",0.3266,107,"P2"
"53693",16.5,"YM",0.3179,107,"P2"
"53694",20,"YM",0.3357,107,"P2"
"53695",23.5,"YM",0.2799,107,"P2"
"53696",27,"YM",0.5233,107,"P2"
"53697",30.5,"YM",1.028,107,"P2"
"53698",34,"YM",0.9577,107,"P2"
"53699",37.5,"YM",0.8053,107,"P2"
"53700",41,"YM",0.8054,107,"P2"
"53701",44.5,"YM",0.8755,107,"P2"
"53702",48,"YM",1.0337,107,"P2"
"53703",51.5,"YM",1.1359,107,"P2"
"53704",55,"YM",1.0192,107,"P2"
"53705",58.5,"YM",0.9144,107,"P2"
"53706",62,"YM",0.8459,107,"P2"
"53707",65.5,"YM",0.8273,107,"P2"
"53708",69,"YM",0.8342,107,"P2"
"53709",72.5,"YM",0.7321,107,"P2"
"53710",76,"YM",0.738,107,"P2"
"53711",79.5,"YM",0.7357,107,"P2"
"53712",83,"YM",0.7043,107,"P2"
"53713",2.5,"YM",0.3124,108,"P2"
"53714",6,"YM",0.2916,108,"P2"
"53715",9.5,"YM",0.2876,108,"P2"
"53716",13,"YM",0.2976,108,"P2"
"53717",16.5,"YM",0.2969,108,"P2"
"53718",20,"YM",0.3074,108,"P2"
"53719",23.5,"YM",0.3092,108,"P2"
"53720",27,"YM",0.583,108,"P2"
"53721",30.5,"YM",1.0368,108,"P2"
"53722",34,"YM",1.0344,108,"P2"
"53723",37.5,"YM",0.8663,108,"P2"
"53724",41,"YM",0.812,108,"P2"
"53725",44.5,"YM",0.8095,108,"P2"
"53726",48,"YM",0.7859,108,"P2"
"53727",51.5,"YM",0.8277,108,"P2"
"53728",55,"YM",0.8704,108,"P2"
"53729",58.5,"YM",0.8387,108,"P2"
"53730",62,"YM",0.7766,108,"P2"
"53731",65.5,"YM",0.7319,108,"P2"
"53732",69,"YM",0.6846,108,"P2"
"53733",72.5,"YM",0.6764,108,"P2"
"53734",76,"YM",0.7276,108,"P2"
"53735",79.5,"YM",0.7585,108,"P2"
"53736",83,"YM",0.7535,108,"P2"
"53737",2.5,"YM",0.7441,114,"P2"
"53738",6,"YM",0.7717,114,"P2"
"53739",9.5,"YM",0.783,114,"P2"
"53740",13,"YM",0.7331,114,"P2"
"53741",16.5,"YM",0.7447,114,"P2"
"53742",20,"YM",0.7217,114,"P2"
"53743",23.5,"YM",0.7781,114,"P2"
"53744",27,"YM",1.2674,114,"P2"
"53745",30.5,"YM",1.3183,114,"P2"
"53746",34,"YM",1.3219,114,"P2"
"53747",37.5,"YM",0.9613,114,"P2"
"53748",41,"YM",1.1345,114,"P2"
"53749",44.5,"YM",1.239,114,"P2"
"53750",48,"YM",1.1442,114,"P2"
"53751",51.5,"YM",0.941,114,"P2"
"53752",55,"YM",1.1312,114,"P2"
"53753",58.5,"YM",1.0899,114,"P2"
"53754",62,"YM",1.0121,114,"P2"
"53755",65.5,"YM",0.9863,114,"P2"
"53756",69,"YM",0.9974,114,"P2"
"53757",72.5,"YM",1.0606,114,"P2"
"53758",76,"YM",1.0096,114,"P2"
"53759",79.5,"YM",0.9038,114,"P2"
"53760",83,"YM",0.92,114,"P2"
"53761",2.5,"YM",0.5161,12,"P2"
"53762",6,"YM",0.4727,12,"P2"
"53763",9.5,"YM",0.4882,12,"P2"
"53764",13,"YM",0.4623,12,"P2"
"53765",16.5,"YM",0.4785,12,"P2"
"53766",20,"YM",0.4355,12,"P2"
"53767",23.5,"YM",0.4208,12,"P2"
"53768",27,"YM",0.6695,12,"P2"
"53769",30.5,"YM",0.8949,12,"P2"
"53770",34,"YM",0.9257,12,"P2"
"53771",37.5,"YM",0.7476,12,"P2"
"53772",41,"YM",0.7941,12,"P2"
"53773",44.5,"YM",0.9367,12,"P2"
"53774",48,"YM",1.0072,12,"P2"
"53775",51.5,"YM",0.9698,12,"P2"
"53776",55,"YM",0.9713,12,"P2"
"53777",58.5,"YM",0.8907,12,"P2"
"53778",62,"YM",0.8677,12,"P2"
"53779",65.5,"YM",0.8386,12,"P2"
"53780",69,"YM",0.8352,12,"P2"
"53781",72.5,"YM",0.7875,12,"P2"
"53782",76,"YM",0.7416,12,"P2"
"53783",79.5,"YM",0.7755,12,"P2"
"53784",83,"YM",0.8229,12,"P2"
"53785",2.5,"YM",0.577,126,"P2"
"53786",6,"YM",0.5418,126,"P2"
"53787",9.5,"YM",0.593,126,"P2"
"53788",13,"YM",0.5797,126,"P2"
"53789",16.5,"YM",0.5382,126,"P2"
"53790",20,"YM",0.5504,126,"P2"
"53791",23.5,"YM",0.5248,126,"P2"
"53792",27,"YM",0.8655,126,"P2"
"53793",30.5,"YM",1.1727,126,"P2"
"53794",34,"YM",1.1948,126,"P2"
"53795",37.5,"YM",1.0122,126,"P2"
"53796",41,"YM",0.9636,126,"P2"
"53797",44.5,"YM",1.124,126,"P2"
"53798",48,"YM",1.1953,126,"P2"
"53799",51.5,"YM",1.1562,126,"P2"
"53800",55,"YM",1.081,126,"P2"
"53801",58.5,"YM",0.9765,126,"P2"
"53802",62,"YM",0.9104,126,"P2"
"53803",65.5,"YM",0.8887,126,"P2"
"53804",69,"YM",0.8698,126,"P2"
"53805",72.5,"YM",0.7707,126,"P2"
"53806",76,"YM",0.7166,126,"P2"
"53807",79.5,"YM",0.7184,126,"P2"
"53808",83,"YM",0.6852,126,"P2"
"53809",2.5,"YM",0.4634,133,"P2"
"53810",6,"YM",0.4924,133,"P2"
"53811",9.5,"YM",0.5323,133,"P2"
"53812",13,"YM",0.5242,133,"P2"
"53813",16.5,"YM",0.4458,133,"P2"
"53814",20,"YM",0.442,133,"P2"
"53815",23.5,"YM",0.4768,133,"P2"
"53816",27,"YM",0.7042,133,"P2"
"53817",30.5,"YM",1.0306,133,"P2"
"53818",34,"YM",1.0967,133,"P2"
"53819",37.5,"YM",0.9072,133,"P2"
"53820",41,"YM",0.9655,133,"P2"
"53821",44.5,"YM",1.0667,133,"P2"
"53822",48,"YM",1.3134,133,"P2"
"53823",51.5,"YM",1.3954,133,"P2"
"53824",55,"YM",1.4104,133,"P2"
"53825",58.5,"YM",1.343,133,"P2"
"53826",62,"YM",1.3656,133,"P2"
"53827",65.5,"YM",1.2349,133,"P2"
"53828",69,"YM",1.2718,133,"P2"
"53829",72.5,"YM",1.2336,133,"P2"
"53830",76,"YM",1.1328,133,"P2"
"53831",79.5,"YM",1.1067,133,"P2"
"53832",83,"YM",1.0935,133,"P2"
"53833",2.5,"YM",0.4088,136,"P2"
"53834",6,"YM",0.4023,136,"P2"
"53835",9.5,"YM",0.4051,136,"P2"
"53836",13,"YM",0.4098,136,"P2"
"53837",16.5,"YM",0.4361,136,"P2"
"53838",20,"YM",0.4085,136,"P2"
"53839",23.5,"YM",0.5001,136,"P2"
"53840",27,"YM",0.8696,136,"P2"
"53841",30.5,"YM",1.053,136,"P2"
"53842",34,"YM",0.9297,136,"P2"
"53843",37.5,"YM",0.7432,136,"P2"
"53844",41,"YM",0.8319,136,"P2"
"53845",44.5,"YM",0.954,136,"P2"
"53846",48,"YM",0.9024,136,"P2"
"53847",51.5,"YM",0.8545,136,"P2"
"53848",55,"YM",0.8923,136,"P2"
"53849",58.5,"YM",0.9053,136,"P2"
"53850",62,"YM",0.8416,136,"P2"
"53851",65.5,"YM",0.7313,136,"P2"
"53852",69,"YM",0.7446,136,"P2"
"53853",72.5,"YM",0.7336,136,"P2"
"53854",76,"YM",0.7222,136,"P2"
"53855",79.5,"YM",0.7325,136,"P2"
"53856",83,"YM",0.7626,136,"P2"
"53857",2.5,"YM",0.3776,14,"P2"
"53858",6,"YM",0.353,14,"P2"
"53859",9.5,"YM",0.3525,14,"P2"
"53860",13,"YM",0.357,14,"P2"
"53861",16.5,"YM",0.3451,14,"P2"
"53862",20,"YM",0.3502,14,"P2"
"53863",23.5,"YM",0.3141,14,"P2"
"53864",27,"YM",0.7523,14,"P2"
"53865",30.5,"YM",1.254,14,"P2"
"53866",34,"YM",1.2,14,"P2"
"53867",37.5,"YM",0.9713,14,"P2"
"53868",41,"YM",0.9135,14,"P2"
"53869",44.5,"YM",1.0413,14,"P2"
"53870",48,"YM",1.1052,14,"P2"
"53871",51.5,"YM",0.9711,14,"P2"
"53872",55,"YM",0.8728,14,"P2"
"53873",58.5,"YM",0.8941,14,"P2"
"53874",62,"YM",0.9011,14,"P2"
"53875",65.5,"YM",0.8183,14,"P2"
"53876",69,"YM",0.7678,14,"P2"
"53877",72.5,"YM",0.7429,14,"P2"
"53878",76,"YM",0.6787,14,"P2"
"53879",79.5,"YM",0.6451,14,"P2"
"53880",83,"YM",0.6365,14,"P2"
"53881",2.5,"YM",0.4167,140,"P2"
"53882",6,"YM",0.431,140,"P2"
"53883",9.5,"YM",0.4199,140,"P2"
"53884",13,"YM",0.4215,140,"P2"
"53885",16.5,"YM",0.4125,140,"P2"
"53886",20,"YM",0.4152,140,"P2"
"53887",23.5,"YM",0.4402,140,"P2"
"53888",27,"YM",0.8279,140,"P2"
"53889",30.5,"YM",1.1917,140,"P2"
"53890",34,"YM",0.9236,140,"P2"
"53891",37.5,"YM",0.7197,140,"P2"
"53892",41,"YM",0.8046,140,"P2"
"53893",44.5,"YM",1.0166,140,"P2"
"53894",48,"YM",0.9844,140,"P2"
"53895",51.5,"YM",0.9148,140,"P2"
"53896",55,"YM",0.9033,140,"P2"
"53897",58.5,"YM",0.9016,140,"P2"
"53898",62,"YM",0.8591,140,"P2"
"53899",65.5,"YM",0.844,140,"P2"
"53900",69,"YM",0.8559,140,"P2"
"53901",72.5,"YM",0.8002,140,"P2"
"53902",76,"YM",0.7683,140,"P2"
"53903",79.5,"YM",0.7939,140,"P2"
"53904",83,"YM",0.8276,140,"P2"
"53905",2.5,"YM",0.6665,144,"P2"
"53906",6,"YM",0.6699,144,"P2"
"53907",9.5,"YM",0.6401,144,"P2"
"53908",13,"YM",0.6459,144,"P2"
"53909",16.5,"YM",0.6663,144,"P2"
"53910",20,"YM",0.7465,144,"P2"
"53911",23.5,"YM",0.8239,144,"P2"
"53912",27,"YM",1.7094,144,"P2"
"53913",30.5,"YM",2.3091,144,"P2"
"53914",34,"YM",2.52,144,"P2"
"53915",37.5,"YM",2.1463,144,"P2"
"53916",41,"YM",2.0988,144,"P2"
"53917",44.5,"YM",2.2248,144,"P2"
"53918",48,"YM",2.182,144,"P2"
"53919",51.5,"YM",2.2894,144,"P2"
"53920",55,"YM",2.3673,144,"P2"
"53921",58.5,"YM",2.2323,144,"P2"
"53922",62,"YM",2.0038,144,"P2"
"53923",65.5,"YM",1.7859,144,"P2"
"53924",69,"YM",1.8406,144,"P2"
"53925",72.5,"YM",1.6785,144,"P2"
"53926",76,"YM",1.5224,144,"P2"
"53927",79.5,"YM",1.4541,144,"P2"
"53928",83,"YM",1.442,144,"P2"
"53929",2.5,"YM",0.5807,145,"P2"
"53930",6,"YM",0.5601,145,"P2"
"53931",9.5,"YM",0.5632,145,"P2"
"53932",13,"YM",0.5724,145,"P2"
"53933",16.5,"YM",0.5732,145,"P2"
"53934",20,"YM",0.6088,145,"P2"
"53935",23.5,"YM",0.7261,145,"P2"
"53936",27,"YM",1.0529,145,"P2"
"53937",30.5,"YM",1.0486,145,"P2"
"53938",34,"YM",1.0055,145,"P2"
"53939",37.5,"YM",0.7894,145,"P2"
"53940",41,"YM",0.8365,145,"P2"
"53941",44.5,"YM",0.7564,145,"P2"
"53942",48,"YM",0.8644,145,"P2"
"53943",51.5,"YM",0.7926,145,"P2"
"53944",55,"YM",0.9621,145,"P2"
"53945",58.5,"YM",0.856,145,"P2"
"53946",62,"YM",0.8584,145,"P2"
"53947",65.5,"YM",0.8572,145,"P2"
"53948",69,"YM",1.0222,145,"P2"
"53949",72.5,"YM",0.8732,145,"P2"
"53950",76,"YM",0.9211,145,"P2"
"53951",79.5,"YM",0.8487,145,"P2"
"53952",83,"YM",0.8579,145,"P2"
"53953",2.5,"YM",0.5032,147,"P2"
"53954",6,"YM",0.4689,147,"P2"
"53955",9.5,"YM",0.5192,147,"P2"
"53956",13,"YM",0.5251,147,"P2"
"53957",16.5,"YM",0.5134,147,"P2"
"53958",20,"YM",0.4686,147,"P2"
"53959",23.5,"YM",0.5211,147,"P2"
"53960",27,"YM",0.8076,147,"P2"
"53961",30.5,"YM",0.8723,147,"P2"
"53962",34,"YM",0.7945,147,"P2"
"53963",37.5,"YM",0.7083,147,"P2"
"53964",41,"YM",0.7888,147,"P2"
"53965",44.5,"YM",0.849,147,"P2"
"53966",48,"YM",0.7941,147,"P2"
"53967",51.5,"YM",0.8086,147,"P2"
"53968",55,"YM",0.8373,147,"P2"
"53969",58.5,"YM",0.8506,147,"P2"
"53970",62,"YM",0.8254,147,"P2"
"53971",65.5,"YM",0.7718,147,"P2"
"53972",69,"YM",0.8002,147,"P2"
"53973",72.5,"YM",0.7495,147,"P2"
"53974",76,"YM",0.66,147,"P2"
"53975",79.5,"YM",0.635,147,"P2"
"53976",83,"YM",0.6073,147,"P2"
"53977",2.5,"YM",0.3877,15,"P2"
"53978",6,"YM",0.3643,15,"P2"
"53979",9.5,"YM",0.358,15,"P2"
"53980",13,"YM",0.3482,15,"P2"
"53981",16.5,"YM",0.3597,15,"P2"
"53982",20,"YM",0.3278,15,"P2"
"53983",23.5,"YM",0.3383,15,"P2"
"53984",27,"YM",0.7544,15,"P2"
"53985",30.5,"YM",1.4688,15,"P2"
"53986",34,"YM",1.4566,15,"P2"
"53987",37.5,"YM",1.24,15,"P2"
"53988",41,"YM",1.1179,15,"P2"
"53989",44.5,"YM",1.0676,15,"P2"
"53990",48,"YM",1.2621,15,"P2"
"53991",51.5,"YM",1.456,15,"P2"
"53992",55,"YM",1.2826,15,"P2"
"53993",58.5,"YM",1.2074,15,"P2"
"53994",62,"YM",1.1033,15,"P2"
"53995",65.5,"YM",0.9888,15,"P2"
"53996",69,"YM",0.9455,15,"P2"
"53997",72.5,"YM",0.9028,15,"P2"
"53998",76,"YM",0.8728,15,"P2"
"53999",79.5,"YM",0.7942,15,"P2"
"54000",83,"YM",0.7902,15,"P2"
"54001",2.5,"YM",0.5599,155,"P2"
"54002",6,"YM",0.5572,155,"P2"
"54003",9.5,"YM",0.5674,155,"P2"
"54004",13,"YM",0.5804,155,"P2"
"54005",16.5,"YM",0.5697,155,"P2"
"54006",20,"YM",0.5791,155,"P2"
"54007",23.5,"YM",0.5636,155,"P2"
"54008",27,"YM",0.9349,155,"P2"
"54009",30.5,"YM",1.1766,155,"P2"
"54010",34,"YM",1.1713,155,"P2"
"54011",37.5,"YM",0.9709,155,"P2"
"54012",41,"YM",1.0768,155,"P2"
"54013",44.5,"YM",1.2276,155,"P2"
"54014",48,"YM",1.1992,155,"P2"
"54015",51.5,"YM",1.073,155,"P2"
"54016",55,"YM",1.0826,155,"P2"
"54017",58.5,"YM",0.998,155,"P2"
"54018",62,"YM",0.9845,155,"P2"
"54019",65.5,"YM",1.0132,155,"P2"
"54020",69,"YM",1.1301,155,"P2"
"54021",72.5,"YM",1.0311,155,"P2"
"54022",76,"YM",1.0115,155,"P2"
"54023",79.5,"YM",0.9669,155,"P2"
"54024",83,"YM",1.0229,155,"P2"
"54025",2.5,"YM",0.6527,167,"P2"
"54026",6,"YM",0.5966,167,"P2"
"54027",9.5,"YM",0.5461,167,"P2"
"54028",13,"YM",0.5546,167,"P2"
"54029",16.5,"YM",0.5268,167,"P2"
"54030",20,"YM",0.525,167,"P2"
"54031",23.5,"YM",0.4677,167,"P2"
"54032",27,"YM",0.937,167,"P2"
"54033",30.5,"YM",1.3465,167,"P2"
"54034",34,"YM",1.4083,167,"P2"
"54035",37.5,"YM",1.1804,167,"P2"
"54036",41,"YM",1.2593,167,"P2"
"54037",44.5,"YM",1.2961,167,"P2"
"54038",48,"YM",1.4178,167,"P2"
"54039",51.5,"YM",1.5193,167,"P2"
"54040",55,"YM",1.6186,167,"P2"
"54041",58.5,"YM",1.3609,167,"P2"
"54042",62,"YM",1.3155,167,"P2"
"54043",65.5,"YM",1.3435,167,"P2"
"54044",69,"YM",1.4833,167,"P2"
"54045",72.5,"YM",1.5158,167,"P2"
"54046",76,"YM",1.4206,167,"P2"
"54047",79.5,"YM",1.2327,167,"P2"
"54048",83,"YM",1.1968,167,"P2"
"54049",2.5,"YM",0.4093,180,"P2"
"54050",6,"YM",0.3886,180,"P2"
"54051",9.5,"YM",0.3861,180,"P2"
"54052",13,"YM",0.3924,180,"P2"
"54053",16.5,"YM",0.4008,180,"P2"
"54054",20,"YM",0.4009,180,"P2"
"54055",23.5,"YM",0.3905,180,"P2"
"54056",27,"YM",0.5536,180,"P2"
"54057",30.5,"YM",0.8309,180,"P2"
"54058",34,"YM",0.7994,180,"P2"
"54059",37.5,"YM",0.6466,180,"P2"
"54060",41,"YM",0.5841,180,"P2"
"54061",44.5,"YM",0.5852,180,"P2"
"54062",48,"YM",0.6486,180,"P2"
"54063",51.5,"YM",0.6414,180,"P2"
"54064",55,"YM",0.6975,180,"P2"
"54065",58.5,"YM",0.6701,180,"P2"
"54066",62,"YM",0.6296,180,"P2"
"54067",65.5,"YM",0.6258,180,"P2"
"54068",69,"YM",0.659,180,"P2"
"54069",72.5,"YM",0.6793,180,"P2"
"54070",76,"YM",0.6376,180,"P2"
"54071",79.5,"YM",0.6154,180,"P2"
"54072",83,"YM",0.596,180,"P2"
"54073",2.5,"YM",0.543,181,"P2"
"54074",6,"YM",0.5432,181,"P2"
"54075",9.5,"YM",0.5136,181,"P2"
"54076",13,"YM",0.5406,181,"P2"
"54077",16.5,"YM",0.5259,181,"P2"
"54078",20,"YM",0.5566,181,"P2"
"54079",23.5,"YM",0.585,181,"P2"
"54080",27,"YM",1.3229,181,"P2"
"54081",30.5,"YM",1.4175,181,"P2"
"54082",34,"YM",1.3497,181,"P2"
"54083",37.5,"YM",1.199,181,"P2"
"54084",41,"YM",1.2484,181,"P2"
"54085",44.5,"YM",1.4864,181,"P2"
"54086",48,"YM",1.3528,181,"P2"
"54087",51.5,"YM",1.3334,181,"P2"
"54088",55,"YM",1.2059,181,"P2"
"54089",58.5,"YM",1.2448,181,"P2"
"54090",62,"YM",1.198,181,"P2"
"54091",65.5,"YM",1.1314,181,"P2"
"54092",69,"YM",1.1502,181,"P2"
"54093",72.5,"YM",1.2773,181,"P2"
"54094",76,"YM",1.2025,181,"P2"
"54095",79.5,"YM",1.0795,181,"P2"
"54096",83,"YM",1.0756,181,"P2"
"54097",2.5,"YM",0.5311,185,"P2"
"54098",6,"YM",0.5653,185,"P2"
"54099",9.5,"YM",0.5615,185,"P2"
"54100",13,"YM",0.5191,185,"P2"
"54101",16.5,"YM",0.5288,185,"P2"
"54102",20,"YM",0.5359,185,"P2"
"54103",23.5,"YM",0.5553,185,"P2"
"54104",27,"YM",0.8445,185,"P2"
"54105",30.5,"YM",0.9407,185,"P2"
"54106",34,"YM",0.9441,185,"P2"
"54107",37.5,"YM",0.8255,185,"P2"
"54108",41,"YM",0.8725,185,"P2"
"54109",44.5,"YM",0.9937,185,"P2"
"54110",48,"YM",0.9893,185,"P2"
"54111",51.5,"YM",0.9599,185,"P2"
"54112",55,"YM",0.9195,185,"P2"
"54113",58.5,"YM",0.849,185,"P2"
"54114",62,"YM",0.8601,185,"P2"
"54115",65.5,"YM",0.7796,185,"P2"
"54116",69,"YM",0.7458,185,"P2"
"54117",72.5,"YM",0.7356,185,"P2"
"54118",76,"YM",0.7089,185,"P2"
"54119",79.5,"YM",0.6706,185,"P2"
