"","Time_in_min","Inhibitor","CN_ERK","Object","Slide"
"54120",83,"YM",0.6853,185,"P2"
"54121",2.5,"YM",0.2334,189,"P2"
"54122",6,"YM",0.2234,189,"P2"
"54123",9.5,"YM",0.2246,189,"P2"
"54124",13,"YM",0.2301,189,"P2"
"54125",16.5,"YM",0.2131,189,"P2"
"54126",20,"YM",0.2242,189,"P2"
"54127",23.5,"YM",0.2773,189,"P2"
"54128",27,"YM",0.776,189,"P2"
"54129",30.5,"YM",1.66,189,"P2"
"54130",34,"YM",1.5495,189,"P2"
"54131",37.5,"YM",1.1385,189,"P2"
"54132",41,"YM",0.953,189,"P2"
"54133",44.5,"YM",0.9513,189,"P2"
"54134",48,"YM",1.1213,189,"P2"
"54135",51.5,"YM",1.1379,189,"P2"
"54136",55,"YM",1.0279,189,"P2"
"54137",58.5,"YM",0.8928,189,"P2"
"54138",62,"YM",0.8583,189,"P2"
"54139",65.5,"YM",0.8327,189,"P2"
"54140",69,"YM",0.795,189,"P2"
"54141",72.5,"YM",0.8305,189,"P2"
"54142",76,"YM",0.8145,189,"P2"
"54143",79.5,"YM",0.7634,189,"P2"
"54144",83,"YM",0.7353,189,"P2"
"54145",2.5,"YM",0.723,190,"P2"
"54146",6,"YM",0.7183,190,"P2"
"54147",9.5,"YM",0.7325,190,"P2"
"54148",13,"YM",0.7742,190,"P2"
"54149",16.5,"YM",0.7746,190,"P2"
"54150",20,"YM",0.7269,190,"P2"
"54151",23.5,"YM",0.7206,190,"P2"
"54152",27,"YM",1.2764,190,"P2"
"54153",30.5,"YM",1.4111,190,"P2"
"54154",34,"YM",1.3837,190,"P2"
"54155",37.5,"YM",1.221,190,"P2"
"54156",41,"YM",1.3357,190,"P2"
"54157",44.5,"YM",1.4549,190,"P2"
"54158",48,"YM",1.4144,190,"P2"
"54159",51.5,"YM",1.3912,190,"P2"
"54160",55,"YM",1.3652,190,"P2"
"54161",58.5,"YM",1.446,190,"P2"
"54162",62,"YM",1.4263,190,"P2"
"54163",65.5,"YM",1.3644,190,"P2"
"54164",69,"YM",1.4565,190,"P2"
"54165",72.5,"YM",1.4391,190,"P2"
"54166",76,"YM",1.3514,190,"P2"
"54167",79.5,"YM",1.2852,190,"P2"
"54168",83,"YM",1.3332,190,"P2"
"54169",2.5,"YM",0.3588,193,"P2"
"54170",6,"YM",0.3634,193,"P2"
"54171",9.5,"YM",0.4207,193,"P2"
"54172",13,"YM",0.4103,193,"P2"
"54173",16.5,"YM",0.4109,193,"P2"
"54174",20,"YM",0.4413,193,"P2"
"54175",23.5,"YM",0.4377,193,"P2"
"54176",27,"YM",0.9223,193,"P2"
"54177",30.5,"YM",1.0942,193,"P2"
"54178",34,"YM",1.0953,193,"P2"
"54179",37.5,"YM",0.951,193,"P2"
"54180",41,"YM",1.0609,193,"P2"
"54181",44.5,"YM",1.0657,193,"P2"
"54182",48,"YM",0.9656,193,"P2"
"54183",51.5,"YM",0.9295,193,"P2"
"54184",55,"YM",0.9485,193,"P2"
"54185",58.5,"YM",0.9373,193,"P2"
"54186",62,"YM",0.9806,193,"P2"
"54187",65.5,"YM",0.924,193,"P2"
"54188",69,"YM",0.9567,193,"P2"
"54189",72.5,"YM",1.0337,193,"P2"
"54190",76,"YM",1.1373,193,"P2"
"54191",79.5,"YM",1.1368,193,"P2"
"54192",83,"YM",1.178,193,"P2"
"54193",2.5,"YM",0.3868,194,"P2"
"54194",6,"YM",0.341,194,"P2"
"54195",9.5,"YM",0.3773,194,"P2"
"54196",13,"YM",0.3393,194,"P2"
"54197",16.5,"YM",0.3454,194,"P2"
"54198",20,"YM",0.3203,194,"P2"
"54199",23.5,"YM",0.3502,194,"P2"
"54200",27,"YM",0.655,194,"P2"
"54201",30.5,"YM",0.9388,194,"P2"
"54202",34,"YM",0.9093,194,"P2"
"54203",37.5,"YM",0.7317,194,"P2"
"54204",41,"YM",0.7025,194,"P2"
"54205",44.5,"YM",0.7661,194,"P2"
"54206",48,"YM",0.8982,194,"P2"
"54207",51.5,"YM",0.8937,194,"P2"
"54208",55,"YM",0.825,194,"P2"
"54209",58.5,"YM",0.7095,194,"P2"
"54210",62,"YM",0.7257,194,"P2"
"54211",65.5,"YM",0.6926,194,"P2"
"54212",69,"YM",0.6924,194,"P2"
"54213",72.5,"YM",0.6521,194,"P2"
"54214",76,"YM",0.6008,194,"P2"
"54215",79.5,"YM",0.5852,194,"P2"
"54216",83,"YM",0.5965,194,"P2"
"54217",2.5,"YM",0.3322,196,"P2"
"54218",6,"YM",0.3474,196,"P2"
"54219",9.5,"YM",0.3573,196,"P2"
"54220",13,"YM",0.3631,196,"P2"
"54221",16.5,"YM",0.3823,196,"P2"
"54222",20,"YM",0.4061,196,"P2"
"54223",23.5,"YM",0.4358,196,"P2"
"54224",27,"YM",1.1334,196,"P2"
"54225",30.5,"YM",1.3979,196,"P2"
"54226",34,"YM",1.2186,196,"P2"
"54227",37.5,"YM",1.1481,196,"P2"
"54228",41,"YM",1.2407,196,"P2"
"54229",44.5,"YM",1.3711,196,"P2"
"54230",48,"YM",1.3648,196,"P2"
"54231",51.5,"YM",1.3485,196,"P2"
"54232",55,"YM",1.278,196,"P2"
"54233",58.5,"YM",1.2377,196,"P2"
"54234",62,"YM",1.3129,196,"P2"
"54235",65.5,"YM",1.3008,196,"P2"
"54236",69,"YM",1.2184,196,"P2"
"54237",72.5,"YM",1.2211,196,"P2"
"54238",76,"YM",1.1434,196,"P2"
"54239",79.5,"YM",1.0101,196,"P2"
"54240",83,"YM",1.0134,196,"P2"
"54241",2.5,"YM",0.3875,201,"P2"
"54242",6,"YM",0.4067,201,"P2"
"54243",9.5,"YM",0.3769,201,"P2"
"54244",13,"YM",0.3763,201,"P2"
"54245",16.5,"YM",0.3625,201,"P2"
"54246",20,"YM",0.3499,201,"P2"
"54247",23.5,"YM",0.3673,201,"P2"
"54248",27,"YM",0.6827,201,"P2"
"54249",30.5,"YM",1.0242,201,"P2"
"54250",34,"YM",0.9551,201,"P2"
"54251",37.5,"YM",0.7519,201,"P2"
"54252",41,"YM",0.7599,201,"P2"
"54253",44.5,"YM",0.922,201,"P2"
"54254",48,"YM",0.8343,201,"P2"
"54255",51.5,"YM",0.7171,201,"P2"
"54256",55,"YM",0.7304,201,"P2"
"54257",58.5,"YM",0.7107,201,"P2"
"54258",62,"YM",0.6293,201,"P2"
"54259",65.5,"YM",0.5775,201,"P2"
"54260",69,"YM",0.5596,201,"P2"
"54261",72.5,"YM",0.5911,201,"P2"
"54262",76,"YM",0.5724,201,"P2"
"54263",79.5,"YM",0.514,201,"P2"
"54264",83,"YM",0.5211,201,"P2"
"54265",2.5,"YM",0.3888,210,"P2"
"54266",6,"YM",0.3827,210,"P2"
"54267",9.5,"YM",0.3822,210,"P2"
"54268",13,"YM",0.3847,210,"P2"
"54269",16.5,"YM",0.3778,210,"P2"
"54270",20,"YM",0.3396,210,"P2"
"54271",23.5,"YM",0.393,210,"P2"
"54272",27,"YM",0.8048,210,"P2"
"54273",30.5,"YM",1.2443,210,"P2"
"54274",34,"YM",1.1845,210,"P2"
"54275",37.5,"YM",0.8433,210,"P2"
"54276",41,"YM",0.7419,210,"P2"
"54277",44.5,"YM",0.7527,210,"P2"
"54278",48,"YM",0.8417,210,"P2"
"54279",51.5,"YM",0.8455,210,"P2"
"54280",55,"YM",0.8186,210,"P2"
"54281",58.5,"YM",0.785,210,"P2"
"54282",62,"YM",0.8333,210,"P2"
"54283",65.5,"YM",0.8051,210,"P2"
"54284",69,"YM",0.7534,210,"P2"
"54285",72.5,"YM",0.7153,210,"P2"
"54286",76,"YM",0.7166,210,"P2"
"54287",79.5,"YM",0.6853,210,"P2"
"54288",83,"YM",0.6418,210,"P2"
"54289",2.5,"YM",0.3202,213,"P2"
"54290",6,"YM",0.3269,213,"P2"
"54291",9.5,"YM",0.3384,213,"P2"
"54292",13,"YM",0.344,213,"P2"
"54293",16.5,"YM",0.3305,213,"P2"
"54294",20,"YM",0.311,213,"P2"
"54295",23.5,"YM",0.2975,213,"P2"
"54296",27,"YM",0.4239,213,"P2"
"54297",30.5,"YM",0.7154,213,"P2"
"54298",34,"YM",0.7914,213,"P2"
"54299",37.5,"YM",0.7035,213,"P2"
"54300",41,"YM",0.6961,213,"P2"
"54301",44.5,"YM",0.7954,213,"P2"
"54302",48,"YM",0.8056,213,"P2"
"54303",51.5,"YM",0.7127,213,"P2"
"54304",55,"YM",0.7656,213,"P2"
"54305",58.5,"YM",0.8104,213,"P2"
"54306",62,"YM",0.8399,213,"P2"
"54307",65.5,"YM",0.9074,213,"P2"
"54308",69,"YM",0.9085,213,"P2"
"54309",72.5,"YM",0.8994,213,"P2"
"54310",76,"YM",0.816,213,"P2"
"54311",79.5,"YM",0.7964,213,"P2"
"54312",83,"YM",0.8105,213,"P2"
"54313",2.5,"YM",0.9836,222,"P2"
"54314",6,"YM",0.9436,222,"P2"
"54315",9.5,"YM",0.9096,222,"P2"
"54316",13,"YM",0.9064,222,"P2"
"54317",16.5,"YM",0.8657,222,"P2"
"54318",20,"YM",0.9114,222,"P2"
"54319",23.5,"YM",0.8409,222,"P2"
"54320",27,"YM",1.1651,222,"P2"
"54321",30.5,"YM",1.3476,222,"P2"
"54322",34,"YM",1.2778,222,"P2"
"54323",37.5,"YM",1.0288,222,"P2"
"54324",41,"YM",1.1685,222,"P2"
"54325",44.5,"YM",1.3505,222,"P2"
"54326",48,"YM",1.3753,222,"P2"
"54327",51.5,"YM",1.2794,222,"P2"
"54328",55,"YM",1.306,222,"P2"
"54329",58.5,"YM",1.3878,222,"P2"
"54330",62,"YM",1.3983,222,"P2"
"54331",65.5,"YM",1.2627,222,"P2"
"54332",69,"YM",1.0403,222,"P2"
"54333",72.5,"YM",0.8152,222,"P2"
"54334",76,"YM",0.7059,222,"P2"
"54335",79.5,"YM",0.6256,222,"P2"
"54336",83,"YM",0.5519,222,"P2"
"54337",2.5,"YM",0.2881,225,"P2"
"54338",6,"YM",0.2717,225,"P2"
"54339",9.5,"YM",0.2905,225,"P2"
"54340",13,"YM",0.2716,225,"P2"
"54341",16.5,"YM",0.2689,225,"P2"
"54342",20,"YM",0.2714,225,"P2"
"54343",23.5,"YM",0.2603,225,"P2"
"54344",27,"YM",0.4272,225,"P2"
"54345",30.5,"YM",0.6753,225,"P2"
"54346",34,"YM",0.7496,225,"P2"
"54347",37.5,"YM",0.7134,225,"P2"
"54348",41,"YM",0.7523,225,"P2"
"54349",44.5,"YM",0.8802,225,"P2"
"54350",48,"YM",0.9397,225,"P2"
"54351",51.5,"YM",0.9146,225,"P2"
"54352",55,"YM",0.9286,225,"P2"
"54353",58.5,"YM",0.8394,225,"P2"
"54354",62,"YM",0.8975,225,"P2"
"54355",65.5,"YM",0.962,225,"P2"
"54356",69,"YM",0.9174,225,"P2"
"54357",72.5,"YM",0.8893,225,"P2"
"54358",76,"YM",0.8474,225,"P2"
"54359",79.5,"YM",0.9003,225,"P2"
"54360",83,"YM",0.898,225,"P2"
"54361",2.5,"YM",0.6191,23,"P2"
"54362",6,"YM",0.621,23,"P2"
"54363",9.5,"YM",0.5725,23,"P2"
"54364",13,"YM",0.5784,23,"P2"
"54365",16.5,"YM",0.5423,23,"P2"
"54366",20,"YM",0.5787,23,"P2"
"54367",23.5,"YM",0.5289,23,"P2"
"54368",27,"YM",0.6923,23,"P2"
"54369",30.5,"YM",0.8454,23,"P2"
"54370",34,"YM",0.8404,23,"P2"
"54371",37.5,"YM",0.8067,23,"P2"
"54372",41,"YM",0.8164,23,"P2"
"54373",44.5,"YM",0.8742,23,"P2"
"54374",48,"YM",0.9192,23,"P2"
"54375",51.5,"YM",0.95,23,"P2"
"54376",55,"YM",0.9596,23,"P2"
"54377",58.5,"YM",0.9391,23,"P2"
"54378",62,"YM",0.9966,23,"P2"
"54379",65.5,"YM",1.0121,23,"P2"
"54380",69,"YM",1.0491,23,"P2"
"54381",72.5,"YM",1.0105,23,"P2"
"54382",76,"YM",1.0189,23,"P2"
"54383",79.5,"YM",1.0237,23,"P2"
"54384",83,"YM",1.0989,23,"P2"
"54385",2.5,"YM",0.5603,232,"P2"
"54386",6,"YM",0.6506,232,"P2"
"54387",9.5,"YM",0.6388,232,"P2"
"54388",13,"YM",0.6025,232,"P2"
"54389",16.5,"YM",0.5671,232,"P2"
"54390",20,"YM",0.5736,232,"P2"
"54391",23.5,"YM",0.5915,232,"P2"
"54392",27,"YM",0.8811,232,"P2"
"54393",30.5,"YM",1.0668,232,"P2"
"54394",34,"YM",0.981,232,"P2"
"54395",37.5,"YM",0.7765,232,"P2"
"54396",41,"YM",0.8162,232,"P2"
"54397",44.5,"YM",1.1151,232,"P2"
"54398",48,"YM",1.1987,232,"P2"
"54399",51.5,"YM",1.1426,232,"P2"
"54400",55,"YM",1.0716,232,"P2"
"54401",58.5,"YM",1.1219,232,"P2"
"54402",62,"YM",1.2283,232,"P2"
"54403",65.5,"YM",1.2064,232,"P2"
"54404",69,"YM",1.1596,232,"P2"
"54405",72.5,"YM",1.1075,232,"P2"
"54406",76,"YM",1.0343,232,"P2"
"54407",79.5,"YM",0.9913,232,"P2"
"54408",83,"YM",1.0124,232,"P2"
"54409",2.5,"YM",0.6682,234,"P2"
"54410",6,"YM",0.6803,234,"P2"
"54411",9.5,"YM",0.6419,234,"P2"
"54412",13,"YM",0.6568,234,"P2"
"54413",16.5,"YM",0.6022,234,"P2"
"54414",20,"YM",0.6052,234,"P2"
"54415",23.5,"YM",0.6234,234,"P2"
"54416",27,"YM",0.9291,234,"P2"
"54417",30.5,"YM",1.0642,234,"P2"
"54418",34,"YM",1.0224,234,"P2"
"54419",37.5,"YM",0.81,234,"P2"
"54420",41,"YM",0.8897,234,"P2"
"54421",44.5,"YM",1.0313,234,"P2"
"54422",48,"YM",1.0351,234,"P2"
"54423",51.5,"YM",0.979,234,"P2"
"54424",55,"YM",0.9956,234,"P2"
"54425",58.5,"YM",1.0284,234,"P2"
"54426",62,"YM",1.0721,234,"P2"
"54427",65.5,"YM",1.0417,234,"P2"
"54428",69,"YM",1.0079,234,"P2"
"54429",72.5,"YM",0.965,234,"P2"
"54430",76,"YM",0.9269,234,"P2"
"54431",79.5,"YM",0.9229,234,"P2"
"54432",83,"YM",0.8921,234,"P2"
"54433",2.5,"YM",0.5396,237,"P2"
"54434",6,"YM",0.5431,237,"P2"
"54435",9.5,"YM",0.531,237,"P2"
"54436",13,"YM",0.5221,237,"P2"
"54437",16.5,"YM",0.5162,237,"P2"
"54438",20,"YM",0.4934,237,"P2"
"54439",23.5,"YM",0.4725,237,"P2"
"54440",27,"YM",0.6459,237,"P2"
"54441",30.5,"YM",0.7223,237,"P2"
"54442",34,"YM",0.7448,237,"P2"
"54443",37.5,"YM",0.7835,237,"P2"
"54444",41,"YM",0.8165,237,"P2"
"54445",44.5,"YM",0.8748,237,"P2"
"54446",48,"YM",0.8945,237,"P2"
"54447",51.5,"YM",0.8652,237,"P2"
"54448",55,"YM",0.8447,237,"P2"
"54449",58.5,"YM",0.8172,237,"P2"
"54450",62,"YM",0.8505,237,"P2"
"54451",65.5,"YM",0.8149,237,"P2"
"54452",69,"YM",0.7784,237,"P2"
"54453",72.5,"YM",0.7415,237,"P2"
"54454",76,"YM",0.7228,237,"P2"
"54455",79.5,"YM",0.7152,237,"P2"
"54456",83,"YM",0.7014,237,"P2"
"54457",2.5,"YM",0.4825,243,"P2"
"54458",6,"YM",0.4755,243,"P2"
"54459",9.5,"YM",0.4761,243,"P2"
"54460",13,"YM",0.4655,243,"P2"
"54461",16.5,"YM",0.468,243,"P2"
"54462",20,"YM",0.4655,243,"P2"
"54463",23.5,"YM",0.4103,243,"P2"
"54464",27,"YM",0.9076,243,"P2"
"54465",30.5,"YM",1.1749,243,"P2"
"54466",34,"YM",1.0724,243,"P2"
"54467",37.5,"YM",0.9585,243,"P2"
"54468",41,"YM",1.0531,243,"P2"
"54469",44.5,"YM",1.163,243,"P2"
"54470",48,"YM",1.1944,243,"P2"
"54471",51.5,"YM",1.0921,243,"P2"
"54472",55,"YM",1.059,243,"P2"
"54473",58.5,"YM",1.2389,243,"P2"
"54474",62,"YM",1.3153,243,"P2"
"54475",65.5,"YM",1.227,243,"P2"
"54476",69,"YM",1.1741,243,"P2"
"54477",72.5,"YM",1.1617,243,"P2"
"54478",76,"YM",1.0599,243,"P2"
"54479",79.5,"YM",1.0067,243,"P2"
"54480",83,"YM",1.0184,243,"P2"
"54481",2.5,"YM",0.6575,246,"P2"
"54482",6,"YM",0.6688,246,"P2"
"54483",9.5,"YM",0.6293,246,"P2"
"54484",13,"YM",0.6327,246,"P2"
"54485",16.5,"YM",0.6068,246,"P2"
"54486",20,"YM",0.6016,246,"P2"
"54487",23.5,"YM",0.8074,246,"P2"
"54488",27,"YM",1.3034,246,"P2"
"54489",30.5,"YM",1.4355,246,"P2"
"54490",34,"YM",1.3663,246,"P2"
"54491",37.5,"YM",1.1506,246,"P2"
"54492",41,"YM",1.044,246,"P2"
"54493",44.5,"YM",1.1428,246,"P2"
"54494",48,"YM",1.0843,246,"P2"
"54495",51.5,"YM",1.0092,246,"P2"
"54496",55,"YM",0.968,246,"P2"
"54497",58.5,"YM",0.9016,246,"P2"
"54498",62,"YM",0.9021,246,"P2"
"54499",65.5,"YM",0.8816,246,"P2"
"54500",69,"YM",0.909,246,"P2"
"54501",72.5,"YM",0.8487,246,"P2"
"54502",76,"YM",0.8257,246,"P2"
"54503",79.5,"YM",0.8001,246,"P2"
"54504",83,"YM",0.7781,246,"P2"
"54505",2.5,"YM",0.6116,248,"P2"
"54506",6,"YM",0.618,248,"P2"
"54507",9.5,"YM",0.6301,248,"P2"
"54508",13,"YM",0.5719,248,"P2"
"54509",16.5,"YM",0.6049,248,"P2"
"54510",20,"YM",0.5708,248,"P2"
"54511",23.5,"YM",0.5921,248,"P2"
"54512",27,"YM",1.0628,248,"P2"
"54513",30.5,"YM",1.0774,248,"P2"
"54514",34,"YM",1.1179,248,"P2"
"54515",37.5,"YM",0.927,248,"P2"
"54516",41,"YM",0.8588,248,"P2"
"54517",44.5,"YM",0.9944,248,"P2"
"54518",48,"YM",1.0558,248,"P2"
"54519",51.5,"YM",0.8572,248,"P2"
"54520",55,"YM",0.843,248,"P2"
"54521",58.5,"YM",0.8067,248,"P2"
"54522",62,"YM",0.8279,248,"P2"
"54523",65.5,"YM",0.9239,248,"P2"
"54524",69,"YM",0.9461,248,"P2"
"54525",72.5,"YM",0.8587,248,"P2"
"54526",76,"YM",0.8047,248,"P2"
"54527",79.5,"YM",0.7554,248,"P2"
"54528",83,"YM",0.725,248,"P2"
"54529",2.5,"YM",0.5494,254,"P2"
"54530",6,"YM",0.5251,254,"P2"
"54531",9.5,"YM",0.5129,254,"P2"
"54532",13,"YM",0.5115,254,"P2"
"54533",16.5,"YM",0.501,254,"P2"
"54534",20,"YM",0.5482,254,"P2"
"54535",23.5,"YM",0.5838,254,"P2"
"54536",27,"YM",0.8906,254,"P2"
"54537",30.5,"YM",1.2069,254,"P2"
"54538",34,"YM",1.2442,254,"P2"
"54539",37.5,"YM",1.0679,254,"P2"
"54540",41,"YM",1.1079,254,"P2"
"54541",44.5,"YM",1.2016,254,"P2"
"54542",48,"YM",1.33,254,"P2"
"54543",51.5,"YM",1.3036,254,"P2"
"54544",55,"YM",1.2994,254,"P2"
"54545",58.5,"YM",1.3787,254,"P2"
"54546",62,"YM",1.4251,254,"P2"
"54547",65.5,"YM",1.4408,254,"P2"
"54548",69,"YM",1.3563,254,"P2"
"54549",72.5,"YM",1.1958,254,"P2"
"54550",76,"YM",1.1319,254,"P2"
"54551",79.5,"YM",1.2297,254,"P2"
"54552",83,"YM",1.192,254,"P2"
"54553",2.5,"YM",0.4853,26,"P2"
"54554",6,"YM",0.4754,26,"P2"
"54555",9.5,"YM",0.4685,26,"P2"
"54556",13,"YM",0.4257,26,"P2"
"54557",16.5,"YM",0.4168,26,"P2"
"54558",20,"YM",0.4373,26,"P2"
"54559",23.5,"YM",0.4759,26,"P2"
"54560",27,"YM",0.704,26,"P2"
"54561",30.5,"YM",1.0177,26,"P2"
"54562",34,"YM",1.014,26,"P2"
"54563",37.5,"YM",0.887,26,"P2"
"54564",41,"YM",0.9059,26,"P2"
"54565",44.5,"YM",0.9594,26,"P2"
"54566",48,"YM",1.0751,26,"P2"
"54567",51.5,"YM",0.9677,26,"P2"
"54568",55,"YM",0.8891,26,"P2"
"54569",58.5,"YM",0.8299,26,"P2"
"54570",62,"YM",0.806,26,"P2"
"54571",65.5,"YM",0.7237,26,"P2"
"54572",69,"YM",0.7313,26,"P2"
"54573",72.5,"YM",0.7171,26,"P2"
"54574",76,"YM",0.7148,26,"P2"
"54575",79.5,"YM",0.646,26,"P2"
"54576",83,"YM",0.6591,26,"P2"
"54577",2.5,"YM",0.3685,28,"P2"
"54578",6,"YM",0.3575,28,"P2"
"54579",9.5,"YM",0.3565,28,"P2"
"54580",13,"YM",0.368,28,"P2"
"54581",16.5,"YM",0.3682,28,"P2"
"54582",20,"YM",0.3652,28,"P2"
"54583",23.5,"YM",0.3461,28,"P2"
"54584",27,"YM",0.4629,28,"P2"
"54585",30.5,"YM",0.883,28,"P2"
"54586",34,"YM",0.9315,28,"P2"
"54587",37.5,"YM",0.7724,28,"P2"
"54588",41,"YM",0.6739,28,"P2"
"54589",44.5,"YM",0.7277,28,"P2"
"54590",48,"YM",0.8546,28,"P2"
"54591",51.5,"YM",0.9076,28,"P2"
"54592",55,"YM",0.883,28,"P2"
"54593",58.5,"YM",0.7958,28,"P2"
"54594",62,"YM",0.7843,28,"P2"
"54595",65.5,"YM",0.7521,28,"P2"
"54596",69,"YM",0.7398,28,"P2"
"54597",72.5,"YM",0.7315,28,"P2"
"54598",76,"YM",0.7084,28,"P2"
"54599",79.5,"YM",0.6705,28,"P2"
"54600",83,"YM",0.648,28,"P2"
"54601",2.5,"YM",0.4027,294,"P2"
"54602",6,"YM",0.4053,294,"P2"
"54603",9.5,"YM",0.3964,294,"P2"
"54604",13,"YM",0.3906,294,"P2"
"54605",16.5,"YM",0.41,294,"P2"
"54606",20,"YM",0.4191,294,"P2"
"54607",23.5,"YM",0.3558,294,"P2"
"54608",27,"YM",1.2305,294,"P2"
"54609",30.5,"YM",1.4626,294,"P2"
"54610",34,"YM",1.2442,294,"P2"
"54611",37.5,"YM",0.9961,294,"P2"
"54612",41,"YM",1.2873,294,"P2"
"54613",44.5,"YM",1.4762,294,"P2"
"54614",48,"YM",1.3994,294,"P2"
"54615",51.5,"YM",1.2451,294,"P2"
"54616",55,"YM",1.2582,294,"P2"
"54617",58.5,"YM",1.559,294,"P2"
"54618",62,"YM",1.4628,294,"P2"
"54619",65.5,"YM",1.2483,294,"P2"
"54620",69,"YM",1.2629,294,"P2"
"54621",72.5,"YM",1.1788,294,"P2"
"54622",76,"YM",1.2053,294,"P2"
"54623",79.5,"YM",1.2198,294,"P2"
"54624",83,"YM",1.1164,294,"P2"
"54625",2.5,"YM",0.5517,30,"P2"
"54626",6,"YM",0.5603,30,"P2"
"54627",9.5,"YM",0.5647,30,"P2"
"54628",13,"YM",0.5686,30,"P2"
"54629",16.5,"YM",0.5741,30,"P2"
"54630",20,"YM",0.5582,30,"P2"
"54631",23.5,"YM",0.5888,30,"P2"
"54632",27,"YM",1.2418,30,"P2"
"54633",30.5,"YM",1.3045,30,"P2"
"54634",34,"YM",1.3941,30,"P2"
"54635",37.5,"YM",1.2239,30,"P2"
"54636",41,"YM",1.3486,30,"P2"
"54637",44.5,"YM",1.6669,30,"P2"
"54638",48,"YM",1.7572,30,"P2"
"54639",51.5,"YM",1.549,30,"P2"
"54640",55,"YM",1.3137,30,"P2"
"54641",58.5,"YM",1.4014,30,"P2"
"54642",62,"YM",1.4281,30,"P2"
"54643",65.5,"YM",1.3125,30,"P2"
"54644",69,"YM",1.1391,30,"P2"
"54645",72.5,"YM",1.0403,30,"P2"
"54646",76,"YM",0.9541,30,"P2"
"54647",79.5,"YM",0.7927,30,"P2"
"54648",83,"YM",0.7576,30,"P2"
"54649",2.5,"YM",0.517,300,"P2"
"54650",6,"YM",0.4883,300,"P2"
"54651",9.5,"YM",0.5096,300,"P2"
"54652",13,"YM",0.4943,300,"P2"
"54653",16.5,"YM",0.5134,300,"P2"
"54654",20,"YM",0.4772,300,"P2"
"54655",23.5,"YM",0.4778,300,"P2"
"54656",27,"YM",0.649,300,"P2"
"54657",30.5,"YM",0.807,300,"P2"
"54658",34,"YM",0.8443,300,"P2"
"54659",37.5,"YM",0.808,300,"P2"
"54660",41,"YM",0.9141,300,"P2"
"54661",44.5,"YM",0.9647,300,"P2"
"54662",48,"YM",0.9282,300,"P2"
"54663",51.5,"YM",0.9273,300,"P2"
"54664",55,"YM",0.889,300,"P2"
"54665",58.5,"YM",0.9598,300,"P2"
"54666",62,"YM",0.9362,300,"P2"
"54667",65.5,"YM",0.9013,300,"P2"
"54668",69,"YM",0.8419,300,"P2"
"54669",72.5,"YM",0.8331,300,"P2"
"54670",76,"YM",0.8116,300,"P2"
"54671",79.5,"YM",0.7827,300,"P2"
"54672",83,"YM",0.7947,300,"P2"
"54673",2.5,"YM",0.7,303,"P2"
"54674",6,"YM",0.6943,303,"P2"
"54675",9.5,"YM",0.6948,303,"P2"
"54676",13,"YM",0.6919,303,"P2"
"54677",16.5,"YM",0.692,303,"P2"
"54678",20,"YM",0.6805,303,"P2"
"54679",23.5,"YM",0.5868,303,"P2"
"54680",27,"YM",1.0784,303,"P2"
"54681",30.5,"YM",1.3855,303,"P2"
"54682",34,"YM",1.4695,303,"P2"
"54683",37.5,"YM",1.3023,303,"P2"
"54684",41,"YM",1.1254,303,"P2"
"54685",44.5,"YM",1.4118,303,"P2"
"54686",48,"YM",1.6528,303,"P2"
"54687",51.5,"YM",1.5631,303,"P2"
"54688",55,"YM",1.4837,303,"P2"
"54689",58.5,"YM",1.4466,303,"P2"
"54690",62,"YM",1.5423,303,"P2"
"54691",65.5,"YM",1.5236,303,"P2"
"54692",69,"YM",1.5186,303,"P2"
"54693",72.5,"YM",1.4182,303,"P2"
"54694",76,"YM",1.3289,303,"P2"
"54695",79.5,"YM",1.2281,303,"P2"
"54696",83,"YM",1.2406,303,"P2"
"54697",2.5,"YM",0.3324,306,"P2"
"54698",6,"YM",0.3316,306,"P2"
"54699",9.5,"YM",0.3429,306,"P2"
"54700",13,"YM",0.3345,306,"P2"
"54701",16.5,"YM",0.3449,306,"P2"
"54702",20,"YM",0.351,306,"P2"
"54703",23.5,"YM",0.3686,306,"P2"
"54704",27,"YM",0.6049,306,"P2"
"54705",30.5,"YM",0.8771,306,"P2"
"54706",34,"YM",0.9217,306,"P2"
"54707",37.5,"YM",0.841,306,"P2"
"54708",41,"YM",0.8736,306,"P2"
"54709",44.5,"YM",0.9254,306,"P2"
"54710",48,"YM",0.9359,306,"P2"
"54711",51.5,"YM",0.9799,306,"P2"
"54712",55,"YM",1.068,306,"P2"
"54713",58.5,"YM",1.062,306,"P2"
"54714",62,"YM",1.1032,306,"P2"
"54715",65.5,"YM",1.0756,306,"P2"
"54716",69,"YM",1.1751,306,"P2"
"54717",72.5,"YM",1.1219,306,"P2"
"54718",76,"YM",1.0655,306,"P2"
"54719",79.5,"YM",1.074,306,"P2"
"54720",83,"YM",1.0429,306,"P2"
"54721",2.5,"YM",0.7528,307,"P2"
"54722",6,"YM",0.7644,307,"P2"
"54723",9.5,"YM",0.7368,307,"P2"
"54724",13,"YM",0.7492,307,"P2"
"54725",16.5,"YM",0.7274,307,"P2"
"54726",20,"YM",0.777,307,"P2"
"54727",23.5,"YM",0.8396,307,"P2"
"54728",27,"YM",1.3085,307,"P2"
"54729",30.5,"YM",1.5017,307,"P2"
