"Condition","Treatment","Time","object","activity"
"Rac","S1P",5.166667,"Cell 08",1.058997
"Rac","S1P",5.166667,"Cell 09",1.036185
"Rac","S1P",5.166667,"Cell 10",1.078702
"Rac","S1P",5.166667,"Cell 11",1.065147
"Rac","S1P",5.166667,"Cell 12",1.084846
"Rac","S1P",5.166667,"Cell 13",1.022103
"Rac","S1P",5.166667,"Cell 14",1.023254
"Rac","S1P",5.166667,"Cell 15",1.097049
"Rac","S1P",5.166667,"Cell 16",1.035706
"Rac","S1P",5.166667,"Cell 17",1.025843
"Rac","S1P",5.166667,"Cell 18",1.042838
"Rac","S1P",5.166667,"Cell 19",0.981738
"Rac","S1P",5.166667,"Cell 20",0.9870113
"Rac","S1P",5.166667,"Cell 21",0.9865632
"Rac","S1P",5.166667,"Cell 22",1.009836
"Rac","S1P",5.166667,"Cell 23",0.9982667
"Rac","S1P",5.166667,"Cell 24",0.990247
"Rac","S1P",5.166667,"Cell 25",0.9578517
"Rac","S1P",5.166667,"Cell 26",1.041579
"Rac","S1P",5.166667,"Cell 27",0.9593455
"Rac","S1P",5.166667,"Cell 28",1.003938
"Rac","S1P",5.166667,"Cell 29",0.9254504
"Rac","S1P",5.166667,"Cell 30",0.9662599
"Rac","S1P",5.166667,"Cell 31",0.9377448
"Rac","S1P",5.166667,"Cell 32",0.9623694
"Rac","S1P",5.333334,"Cell 01",1.027662
"Rac","S1P",5.333334,"Cell 02",1.000584
"Rac","S1P",5.333334,"Cell 03",0.9992494
"Rac","S1P",5.333334,"Cell 04",1.225918
"Rac","S1P",5.333334,"Cell 05",1.206042
"Rac","S1P",5.333334,"Cell 06",1.113079
"Rac","S1P",5.333334,"Cell 07",1.114857
"Rac","S1P",5.333334,"Cell 08",1.066779
"Rac","S1P",5.333334,"Cell 09",1.036652
"Rac","S1P",5.333334,"Cell 10",1.069111
"Rac","S1P",5.333334,"Cell 11",1.036096
"Rac","S1P",5.333334,"Cell 12",1.068579
"Rac","S1P",5.333334,"Cell 13",1.030053
"Rac","S1P",5.333334,"Cell 14",1.030823
"Rac","S1P",5.333334,"Cell 15",1.09694
"Rac","S1P",5.333334,"Cell 16",1.038702
"Rac","S1P",5.333334,"Cell 17",1.03282
"Rac","S1P",5.333334,"Cell 18",1.036611
"Rac","S1P",5.333334,"Cell 19",0.9734494
"Rac","S1P",5.333334,"Cell 20",0.9726514
"Rac","S1P",5.333334,"Cell 21",0.9868674
"Rac","S1P",5.333334,"Cell 22",1.008004
"Rac","S1P",5.333334,"Cell 23",0.9965038
"Rac","S1P",5.333334,"Cell 24",0.9941465
"Rac","S1P",5.333334,"Cell 25",0.9648048
"Rac","S1P",5.333334,"Cell 26",1.040783
"Rac","S1P",5.333334,"Cell 27",0.9666287
"Rac","S1P",5.333334,"Cell 28",1.004775
"Rac","S1P",5.333334,"Cell 29",0.9326753
"Rac","S1P",5.333334,"Cell 30",0.962796
"Rac","S1P",5.333334,"Cell 31",0.9452311
"Rac","S1P",5.333334,"Cell 32",0.9696396
"Rac","S1P",5.5,"Cell 01",1.016054
"Rac","S1P",5.5,"Cell 02",0.9812715
"Rac","S1P",5.5,"Cell 03",0.9817091
"Rac","S1P",5.5,"Cell 04",1.223568
"Rac","S1P",5.5,"Cell 05",1.210688
"Rac","S1P",5.5,"Cell 06",1.111704
"Rac","S1P",5.5,"Cell 07",1.119373
"Rac","S1P",5.5,"Cell 08",1.075741
"Rac","S1P",5.5,"Cell 09",1.028225
"Rac","S1P",5.5,"Cell 10",1.059214
"Rac","S1P",5.5,"Cell 11",1.038057
"Rac","S1P",5.5,"Cell 12",1.064664
"Rac","S1P",5.5,"Cell 13",1.033375
"Rac","S1P",5.5,"Cell 14",1.042453
"Rac","S1P",5.5,"Cell 15",1.098503
"Rac","S1P",5.5,"Cell 16",1.036326
"Rac","S1P",5.5,"Cell 17",1.039826
"Rac","S1P",5.5,"Cell 18",1.035869
"Rac","S1P",5.5,"Cell 19",0.9537665
"Rac","S1P",5.5,"Cell 20",0.9540749
"Rac","S1P",5.5,"Cell 21",0.982485
"Rac","S1P",5.5,"Cell 22",1.002181
"Rac","S1P",5.5,"Cell 23",0.9942032
"Rac","S1P",5.5,"Cell 24",0.9954182
"Rac","S1P",5.5,"Cell 25",0.9679756
"Rac","S1P",5.5,"Cell 26",1.040589
"Rac","S1P",5.5,"Cell 27",0.9738362
"Rac","S1P",5.5,"Cell 28",1.004299
"Rac","S1P",5.5,"Cell 29",0.9356363
"Rac","S1P",5.5,"Cell 30",0.9588624
"Rac","S1P",5.5,"Cell 31",0.9402542
"Rac","S1P",5.5,"Cell 32",0.9677165
"Rac","S1P",5.666667,"Cell 01",1.011227
"Rac","S1P",5.666667,"Cell 02",0.9814844
"Rac","S1P",5.666667,"Cell 03",0.985516
"Rac","S1P",5.666667,"Cell 04",1.227345
"Rac","S1P",5.666667,"Cell 05",1.215025
"Rac","S1P",5.666667,"Cell 06",1.128861
"Rac","S1P",5.666667,"Cell 07",1.135268
"Rac","S1P",5.666667,"Cell 08",1.076119
"Rac","S1P",5.666667,"Cell 09",1.02662
"Rac","S1P",5.666667,"Cell 10",1.060494
"Rac","S1P",5.666667,"Cell 11",1.041279
"Rac","S1P",5.666667,"Cell 12",1.060294
"Rac","S1P",5.666667,"Cell 13",1.069024
"Rac","S1P",5.666667,"Cell 14",1.069888
"Rac","S1P",5.666667,"Cell 15",1.099608
"Rac","S1P",5.666667,"Cell 16",1.037955
"Rac","S1P",5.666667,"Cell 17",1.038377
"Rac","S1P",5.666667,"Cell 18",1.047712
"Rac","S1P",5.666667,"Cell 19",0.9718687
"Rac","S1P",5.666667,"Cell 20",0.9748139
"Rac","S1P",5.666667,"Cell 21",0.9844626
"Rac","S1P",5.666667,"Cell 22",1.001872
"Rac","S1P",5.666667,"Cell 23",1.002488
"Rac","S1P",5.666667,"Cell 24",1.000392
"Rac","S1P",5.666667,"Cell 25",0.9738983
"Rac","S1P",5.666667,"Cell 26",1.042795
"Rac","S1P",5.666667,"Cell 27",0.9832931
"Rac","S1P",5.666667,"Cell 28",1.008264
"Rac","S1P",5.666667,"Cell 29",0.9268897
"Rac","S1P",5.666667,"Cell 30",0.9590213
"Rac","S1P",5.666667,"Cell 31",0.9428439
"Rac","S1P",5.666667,"Cell 32",0.9628889
"Rac","S1P",5.833334,"Cell 01",1.036438
"Rac","S1P",5.833334,"Cell 02",1.01073
"Rac","S1P",5.833334,"Cell 03",1.019549
"Rac","S1P",5.833334,"Cell 04",1.219554
"Rac","S1P",5.833334,"Cell 05",1.206742
"Rac","S1P",5.833334,"Cell 06",1.120926
"Rac","S1P",5.833334,"Cell 07",1.128856
"Rac","S1P",5.833334,"Cell 08",1.071356
"Rac","S1P",5.833334,"Cell 09",1.02634
"Rac","S1P",5.833334,"Cell 10",1.058617
"Rac","S1P",5.833334,"Cell 11",1.05306
"Rac","S1P",5.833334,"Cell 12",1.059607
"Rac","S1P",5.833334,"Cell 13",1.04045
"Rac","S1P",5.833334,"Cell 14",1.039712
"Rac","S1P",5.833334,"Cell 15",1.099296
"Rac","S1P",5.833334,"Cell 16",1.036777
"Rac","S1P",5.833334,"Cell 17",1.035581
"Rac","S1P",5.833334,"Cell 18",1.039032
"Rac","S1P",5.833334,"Cell 19",0.9770113
"Rac","S1P",5.833334,"Cell 20",0.9841167
"Rac","S1P",5.833334,"Cell 21",0.9880106
"Rac","S1P",5.833334,"Cell 22",1.005238
"Rac","S1P",5.833334,"Cell 23",0.9970847
"Rac","S1P",5.833334,"Cell 24",0.9993029
"Rac","S1P",5.833334,"Cell 25",0.9719427
"Rac","S1P",5.833334,"Cell 26",1.039899
"Rac","S1P",5.833334,"Cell 27",0.976256
"Rac","S1P",5.833334,"Cell 28",1.006053
"Rac","S1P",5.833334,"Cell 29",0.9205601
"Rac","S1P",5.833334,"Cell 30",0.9626102
"Rac","S1P",5.833334,"Cell 31",0.941999
"Rac","S1P",5.833334,"Cell 32",0.9683449
"Rac","S1P",6,"Cell 01",1.026032
"Rac","S1P",6,"Cell 02",1.004238
"Rac","S1P",6,"Cell 03",1.006113
"Rac","S1P",6,"Cell 04",1.213495
"Rac","S1P",6,"Cell 05",1.199815
"Rac","S1P",6,"Cell 06",1.124334
"Rac","S1P",6,"Cell 07",1.138451
"Rac","S1P",6,"Cell 08",1.066999
"Rac","S1P",6,"Cell 09",1.024471
"Rac","S1P",6,"Cell 10",1.040156
"Rac","S1P",6,"Cell 11",0.9963992
"Rac","S1P",6,"Cell 12",1.027061
"Rac","S1P",6,"Cell 13",1.052998
"Rac","S1P",6,"Cell 14",1.050889
"Rac","S1P",6,"Cell 15",1.093944
"Rac","S1P",6,"Cell 16",1.034163
"Rac","S1P",6,"Cell 17",1.036131
"Rac","S1P",6,"Cell 18",1.034084
"Rac","S1P",6,"Cell 19",0.9583193
"Rac","S1P",6,"Cell 20",0.9576095
"Rac","S1P",6,"Cell 21",0.9860261
"Rac","S1P",6,"Cell 22",1.002653
"Rac","S1P",6,"Cell 23",0.994263
"Rac","S1P",6,"Cell 24",0.9916933
"Rac","S1P",6,"Cell 25",0.9628313
"Rac","S1P",6,"Cell 26",1.035697
"Rac","S1P",6,"Cell 27",0.9665287
"Rac","S1P",6,"Cell 28",1.002898
"Rac","S1P",6,"Cell 29",0.9189884
"Rac","S1P",6,"Cell 30",0.9579453
"Rac","S1P",6,"Cell 31",0.9348922
"Rac","S1P",6,"Cell 32",0.9591884
"Rac","S1P",6.166667,"Cell 01",1.024583
"Rac","S1P",6.166667,"Cell 02",0.9976189
"Rac","S1P",6.166667,"Cell 03",1.003805
"Rac","S1P",6.166667,"Cell 04",1.196924
"Rac","S1P",6.166667,"Cell 05",1.181961
"Rac","S1P",6.166667,"Cell 06",1.104607
"Rac","S1P",6.166667,"Cell 07",1.127164
"Rac","S1P",6.166667,"Cell 08",1.05815
"Rac","S1P",6.166667,"Cell 09",1.024638
"Rac","S1P",6.166667,"Cell 10",1.052687
"Rac","S1P",6.166667,"Cell 11",1.04381
"Rac","S1P",6.166667,"Cell 12",1.048446
"Rac","S1P",6.166667,"Cell 13",1.047692
"Rac","S1P",6.166667,"Cell 14",1.035712
"Rac","S1P",6.166667,"Cell 15",1.093944
"Rac","S1P",6.166667,"Cell 16",1.034163
"Rac","S1P",6.166667,"Cell 17",1.031748
"Rac","S1P",6.166667,"Cell 18",1.020184
"Rac","S1P",6.166667,"Cell 19",0.9811621
"Rac","S1P",6.166667,"Cell 20",0.9866543
"Rac","S1P",6.166667,"Cell 21",0.9880361
"Rac","S1P",6.166667,"Cell 22",1.003759
"Rac","S1P",6.166667,"Cell 23",0.9847035
"Rac","S1P",6.166667,"Cell 24",0.9966112
"Rac","S1P",6.166667,"Cell 25",0.9684847
"Rac","S1P",6.166667,"Cell 26",1.036376
"Rac","S1P",6.166667,"Cell 27",0.9687771
"Rac","S1P",6.166667,"Cell 28",1.004687
"Rac","S1P",6.166667,"Cell 29",0.9158857
"Rac","S1P",6.166667,"Cell 30",0.9596367
"Rac","S1P",6.166667,"Cell 31",0.9392077
"Rac","S1P",6.166667,"Cell 32",0.9605478
"Rac","S1P",6.333334,"Cell 01",1.02425
"Rac","S1P",6.333334,"Cell 02",0.9951381
"Rac","S1P",6.333334,"Cell 03",1.002008
"Rac","S1P",6.333334,"Cell 04",1.192178
"Rac","S1P",6.333334,"Cell 05",1.177988
"Rac","S1P",6.333334,"Cell 06",1.110011
"Rac","S1P",6.333334,"Cell 07",1.136083
"Rac","S1P",6.333334,"Cell 08",1.05985
"Rac","S1P",6.333334,"Cell 09",1.026382
"Rac","S1P",6.333334,"Cell 10",1.050175
"Rac","S1P",6.333334,"Cell 11",1.036088
"Rac","S1P",6.333334,"Cell 12",1.047276
"Rac","S1P",6.333334,"Cell 13",1.024985
"Rac","S1P",6.333334,"Cell 14",1.014457
"Rac","S1P",6.333334,"Cell 15",1.077005
"Rac","S1P",6.333334,"Cell 16",1.024077
"Rac","S1P",6.333334,"Cell 17",1.031483
"Rac","S1P",6.333334,"Cell 18",1.034508
"Rac","S1P",6.333334,"Cell 19",0.9689426
"Rac","S1P",6.333334,"Cell 20",0.9747783
"Rac","S1P",6.333334,"Cell 21",0.9890462
"Rac","S1P",6.333334,"Cell 22",1.004573
"Rac","S1P",6.333334,"Cell 23",0.996711
"Rac","S1P",6.333334,"Cell 24",0.9952655
"Rac","S1P",6.333334,"Cell 25",0.9701707
"Rac","S1P",6.333334,"Cell 26",1.034806
"Rac","S1P",6.333334,"Cell 27",0.9733952
"Rac","S1P",6.333334,"Cell 28",1.007092
"Rac","S1P",6.333334,"Cell 29",0.9150819
"Rac","S1P",6.333334,"Cell 30",0.9608538
"Rac","S1P",6.333334,"Cell 31",0.9332153
"Rac","S1P",6.333334,"Cell 32",0.9589743
"Rac","S1P",6.5,"Cell 01",1.038381
"Rac","S1P",6.5,"Cell 02",1.011987
"Rac","S1P",6.5,"Cell 03",1.021643
"Rac","S1P",6.5,"Cell 04",1.178431
"Rac","S1P",6.5,"Cell 05",1.163518
"Rac","S1P",6.5,"Cell 06",1.094304
"Rac","S1P",6.5,"Cell 07",1.112839
"Rac","S1P",6.5,"Cell 08",1.060879
"Rac","S1P",6.5,"Cell 09",1.016059
"Rac","S1P",6.5,"Cell 10",1.050544
"Rac","S1P",6.5,"Cell 11",1.029117
"Rac","S1P",6.5,"Cell 12",1.036758
"Rac","S1P",6.5,"Cell 13",1.046802
"Rac","S1P",6.5,"Cell 14",1.035128
"Rac","S1P",6.5,"Cell 15",1.076146
"Rac","S1P",6.5,"Cell 16",1.021442
"Rac","S1P",6.5,"Cell 17",1.026393
"Rac","S1P",6.5,"Cell 18",1.016537
"Rac","S1P",6.5,"Cell 19",0.952063
"Rac","S1P",6.5,"Cell 20",0.9568841
"Rac","S1P",6.5,"Cell 21",0.9773154
"Rac","S1P",6.5,"Cell 22",0.9945824
"Rac","S1P",6.5,"Cell 23",0.9895209
"Rac","S1P",6.5,"Cell 24",0.994372
"Rac","S1P",6.5,"Cell 25",0.9700725
"Rac","S1P",6.5,"Cell 26",1.036604
"Rac","S1P",6.5,"Cell 27",0.9682493
"Rac","S1P",6.5,"Cell 28",1.006516
"Rac","S1P",6.5,"Cell 29",0.9191311
"Rac","S1P",6.5,"Cell 30",0.9520309
"Rac","S1P",6.5,"Cell 31",0.9413773
"Rac","S1P",6.5,"Cell 32",0.9651521
"Rac","S1P",6.666667,"Cell 01",1.018562
"Rac","S1P",6.666667,"Cell 02",0.9897022
"Rac","S1P",6.666667,"Cell 03",0.9937184
"Rac","S1P",6.666667,"Cell 04",1.169892
"Rac","S1P",6.666667,"Cell 05",1.158047
"Rac","S1P",6.666667,"Cell 06",1.088329
"Rac","S1P",6.666667,"Cell 07",1.114075
"Rac","S1P",6.666667,"Cell 08",1.06467
"Rac","S1P",6.666667,"Cell 09",1.017763
"Rac","S1P",6.666667,"Cell 10",1.051134
"Rac","S1P",6.666667,"Cell 11",1.036083
"Rac","S1P",6.666667,"Cell 12",1.0406
"Rac","S1P",6.666667,"Cell 13",1.034099
"Rac","S1P",6.666667,"Cell 14",1.030564
"Rac","S1P",6.666667,"Cell 15",1.082218
"Rac","S1P",6.666667,"Cell 16",1.026126
"Rac","S1P",6.666667,"Cell 17",1.031524
"Rac","S1P",6.666667,"Cell 18",1.03102
"Rac","S1P",6.666667,"Cell 19",0.9913058
"Rac","S1P",6.666667,"Cell 20",0.9877863
"Rac","S1P",6.666667,"Cell 21",0.9794126
"Rac","S1P",6.666667,"Cell 22",0.9962482
"Rac","S1P",6.666667,"Cell 23",0.9980196
"Rac","S1P",6.666667,"Cell 24",0.9934292
"Rac","S1P",6.666667,"Cell 25",0.9776283
"Rac","S1P",6.666667,"Cell 26",1.038387
"Rac","S1P",6.666667,"Cell 27",0.9708778
"Rac","S1P",6.666667,"Cell 28",1.004505
"Rac","S1P",6.666667,"Cell 29",0.9298462
"Rac","S1P",6.666667,"Cell 30",0.9520757
"Rac","S1P",6.666667,"Cell 31",0.9413942
"Rac","S1P",6.666667,"Cell 32",0.9788364
"Rac","S1P",6.833334,"Cell 01",1.046261
"Rac","S1P",6.833334,"Cell 02",1.015277
"Rac","S1P",6.833334,"Cell 03",1.025011
"Rac","S1P",6.833334,"Cell 04",1.150613
"Rac","S1P",6.833334,"Cell 05",1.142992
"Rac","S1P",6.833334,"Cell 06",1.07183
"Rac","S1P",6.833334,"Cell 07",1.099415
"Rac","S1P",6.833334,"Cell 08",1.058234
"Rac","S1P",6.833334,"Cell 09",1.013148
"Rac","S1P",6.833334,"Cell 10",1.046852
"Rac","S1P",6.833334,"Cell 11",1.025962
"Rac","S1P",6.833334,"Cell 12",1.034497
"Rac","S1P",6.833334,"Cell 13",1.023306
"Rac","S1P",6.833334,"Cell 14",1.014097
"Rac","S1P",6.833334,"Cell 15",1.083123
"Rac","S1P",6.833334,"Cell 16",1.025065
"Rac","S1P",6.833334,"Cell 17",1.026611
"Rac","S1P",6.833334,"Cell 18",1.02155
"Rac","S1P",6.833334,"Cell 19",0.9772215
"Rac","S1P",6.833334,"Cell 20",0.9861355
"Rac","S1P",6.833334,"Cell 21",0.9753447
"Rac","S1P",6.833334,"Cell 22",0.9950917
"Rac","S1P",6.833334,"Cell 23",0.9981313
"Rac","S1P",6.833334,"Cell 24",0.9908452
"Rac","S1P",6.833334,"Cell 25",0.9687996
"Rac","S1P",6.833334,"Cell 26",1.030547
"Rac","S1P",6.833334,"Cell 27",0.9708237
"Rac","S1P",6.833334,"Cell 28",1.003826
"Rac","S1P",6.833334,"Cell 29",0.9246224
"Rac","S1P",6.833334,"Cell 30",0.9494191
"Rac","S1P",6.833334,"Cell 31",0.9365938
"Rac","S1P",6.833334,"Cell 32",0.9674341
"Rac","S1P",7,"Cell 01",1.026933
"Rac","S1P",7,"Cell 02",1.000907
"Rac","S1P",7,"Cell 03",1.002111
"Rac","S1P",7,"Cell 04",1.141872
"Rac","S1P",7,"Cell 05",1.133825
"Rac","S1P",7,"Cell 06",1.080611
"Rac","S1P",7,"Cell 07",1.09555
"Rac","S1P",7,"Cell 08",1.068104
"Rac","S1P",7,"Cell 09",1.014122
"Rac","S1P",7,"Cell 10",1.038407
"Rac","S1P",7,"Cell 11",1.010842
"Rac","S1P",7,"Cell 12",1.027664
"Rac","S1P",7,"Cell 13",1.014983
"Rac","S1P",7,"Cell 14",1.013315
"Rac","S1P",7,"Cell 15",1.078986
"Rac","S1P",7,"Cell 16",1.019289
"Rac","S1P",7,"Cell 17",1.03201
"Rac","S1P",7,"Cell 18",1.015075
"Rac","S1P",7,"Cell 19",0.9886681
"Rac","S1P",7,"Cell 20",0.9857685
"Rac","S1P",7,"Cell 21",0.9786786
"Rac","S1P",7,"Cell 22",0.9953151
"Rac","S1P",7,"Cell 23",0.9879106
"Rac","S1P",7,"Cell 24",0.9952999
"Rac","S1P",7,"Cell 25",0.9729274
"Rac","S1P",7,"Cell 26",1.033701
"Rac","S1P",7,"Cell 27",0.9822996
"Rac","S1P",7,"Cell 28",1.00859
"Rac","S1P",7,"Cell 29",0.9271272
"Rac","S1P",7,"Cell 30",0.9503708
"Rac","S1P",7,"Cell 31",0.9322884
"Rac","S1P",7,"Cell 32",0.9590833
"Rac","S1P",7.166667,"Cell 01",1.026282
"Rac","S1P",7.166667,"Cell 02",1.00052
"Rac","S1P",7.166667,"Cell 03",1.0008
"Rac","S1P",7.166667,"Cell 04",1.138994
"Rac","S1P",7.166667,"Cell 05",1.140611
"Rac","S1P",7.166667,"Cell 06",1.085892
"Rac","S1P",7.166667,"Cell 07",1.107836
"Rac","S1P",7.166667,"Cell 08",1.051219
"Rac","S1P",7.166667,"Cell 09",1.012411
"Rac","S1P",7.166667,"Cell 10",1.044126
"Rac","S1P",7.166667,"Cell 11",1.027349
"Rac","S1P",7.166667,"Cell 12",1.033961
"Rac","S1P",7.166667,"Cell 13",1.006771
"Rac","S1P",7.166667,"Cell 14",0.99015
"Rac","S1P",7.166667,"Cell 15",1.084459
"Rac","S1P",7.166667,"Cell 16",1.020032
"Rac","S1P",7.166667,"Cell 17",1.017471
"Rac","S1P",7.166667,"Cell 18",1.024079
"Rac","S1P",7.166667,"Cell 19",0.9886994
"Rac","S1P",7.166667,"Cell 20",0.9917971
"Rac","S1P",7.166667,"Cell 21",0.9782126
"Rac","S1P",7.166667,"Cell 22",0.994961
"Rac","S1P",7.166667,"Cell 23",0.9912844
"Rac","S1P",7.166667,"Cell 24",0.9967274
"Rac","S1P",7.166667,"Cell 25",0.9737563
"Rac","S1P",7.166667,"Cell 26",1.035722
"Rac","S1P",7.166667,"Cell 27",0.9747127
"Rac","S1P",7.166667,"Cell 28",1.007772
"Rac","S1P",7.166667,"Cell 29",0.9036903
"Rac","S1P",7.166667,"Cell 30",0.9504811
"Rac","S1P",7.166667,"Cell 31",0.933965
"Rac","S1P",7.166667,"Cell 32",0.9619842
"Rac","S1P",7.333334,"Cell 01",1.021314
"Rac","S1P",7.333334,"Cell 02",0.9970843
"Rac","S1P",7.333334,"Cell 03",0.9950631
"Rac","S1P",7.333334,"Cell 04",1.129051
"Rac","S1P",7.333334,"Cell 05",1.126563
"Rac","S1P",7.333334,"Cell 06",1.062939
"Rac","S1P",7.333334,"Cell 07",1.097275
"Rac","S1P",7.333334,"Cell 08",1.058311
"Rac","S1P",7.333334,"Cell 09",1.015671
"Rac","S1P",7.333334,"Cell 10",1.046306
"Rac","S1P",7.333334,"Cell 11",1.017964
"Rac","S1P",7.333334,"Cell 12",1.029851
"Rac","S1P",7.333334,"Cell 13",1.018044
"Rac","S1P",7.333334,"Cell 14",1.008463
"Rac","S1P",7.333334,"Cell 15",1.082508
"Rac","S1P",7.333334,"Cell 16",1.009993
"Rac","S1P",7.333334,"Cell 17",1.020985
"Rac","S1P",7.333334,"Cell 18",1.033765
"Rac","S1P",7.333334,"Cell 19",1.003891
"Rac","S1P",7.333334,"Cell 20",1.005151
"Rac","S1P",7.333334,"Cell 21",0.9802038
"Rac","S1P",7.333334,"Cell 22",1.000683
"Rac","S1P",7.333334,"Cell 23",0.9919662
"Rac","S1P",7.333334,"Cell 24",0.9975981
"Rac","S1P",7.333334,"Cell 25",0.9742131
"Rac","S1P",7.333334,"Cell 26",1.035555
"Rac","S1P",7.333334,"Cell 27",0.9774474
"Rac","S1P",7.333334,"Cell 28",1.009258
"Rac","S1P",7.333334,"Cell 29",0.9146875
"Rac","S1P",7.333334,"Cell 30",0.9545357
"Rac","S1P",7.333334,"Cell 31",0.9380855
"Rac","S1P",7.333334,"Cell 32",0.9672446
"Rac","S1P",7.5,"Cell 01",1.044764
"Rac","S1P",7.5,"Cell 02",1.019729
"Rac","S1P",7.5,"Cell 03",1.031718
"Rac","S1P",7.5,"Cell 04",1.11438
"Rac","S1P",7.5,"Cell 05",1.108017
"Rac","S1P",7.5,"Cell 06",1.046497
"Rac","S1P",7.5,"Cell 07",1.080948
"Rac","S1P",7.5,"Cell 08",1.067193
"Rac","S1P",7.5,"Cell 09",1.015064
"Rac","S1P",7.5,"Cell 10",1.036961
"Rac","S1P",7.5,"Cell 11",0.9910682
"Rac","S1P",7.5,"Cell 12",1.022161
"Rac","S1P",7.5,"Cell 13",1.023662
"Rac","S1P",7.5,"Cell 14",1.0087
"Rac","S1P",7.5,"Cell 15",1.085578
"Rac","S1P",7.5,"Cell 16",1.013249
"Rac","S1P",7.5,"Cell 17",1.028794
"Rac","S1P",7.5,"Cell 18",1.034014
"Rac","S1P",7.5,"Cell 19",0.9714967
"Rac","S1P",7.5,"Cell 20",0.9806767
"Rac","S1P",7.5,"Cell 21",0.9794151
"Rac","S1P",7.5,"Cell 22",0.9999323
"Rac","S1P",7.5,"Cell 23",0.9918792
"Rac","S1P",7.5,"Cell 24",0.9983026
"Rac","S1P",7.5,"Cell 25",0.9739178
"Rac","S1P",7.5,"Cell 26",1.032905
"Rac","S1P",7.5,"Cell 27",0.9777532
"Rac","S1P",7.5,"Cell 28",1.008084
"Rac","S1P",7.5,"Cell 29",0.9236324
"Rac","S1P",7.5,"Cell 30",0.9531808
"Rac","S1P",7.5,"Cell 31",0.9366631
"Rac","S1P",7.5,"Cell 32",0.9605205
"Rac","S1P",7.666667,"Cell 01",1.021985
"Rac","S1P",7.666667,"Cell 02",0.9988235
"Rac","S1P",7.666667,"Cell 03",1.001036
"Rac","S1P",7.666667,"Cell 04",1.117379
"Rac","S1P",7.666667,"Cell 05",1.107758
"Rac","S1P",7.666667,"Cell 06",1.05184
"Rac","S1P",7.666667,"Cell 07",1.095955
"Rac","S1P",7.666667,"Cell 08",1.055535
"Rac","S1P",7.666667,"Cell 09",1.010169
"Rac","S1P",7.666667,"Cell 10",1.048434
"Rac","S1P",7.666667,"Cell 11",1.019175
"Rac","S1P",7.666667,"Cell 12",1.03251
"Rac","S1P",7.666667,"Cell 13",1.023889
"Rac","S1P",7.666667,"Cell 14",1.005896
"Rac","S1P",7.666667,"Cell 15",1.074181
"Rac","S1P",7.666667,"Cell 16",1.002037
"Rac","S1P",7.666667,"Cell 17",1.017136
"Rac","S1P",7.666667,"Cell 18",1.017704
"Rac","S1P",7.666667,"Cell 19",0.9779934
"Rac","S1P",7.666667,"Cell 20",0.9761209
"Rac","S1P",7.666667,"Cell 21",0.9771797
"Rac","S1P",7.666667,"Cell 22",0.9934102
"Rac","S1P",7.666667,"Cell 23",0.9828214
"Rac","S1P",7.666667,"Cell 24",0.9971571
"Rac","S1P",7.666667,"Cell 25",0.9725694
"Rac","S1P",7.666667,"Cell 26",1.027528
"Rac","S1P",7.666667,"Cell 27",0.9679247
"Rac","S1P",7.666667,"Cell 28",1.006193
"Rac","S1P",7.666667,"Cell 29",0.9034582
"Rac","S1P",7.666667,"Cell 30",0.9483753
"Rac","S1P",7.666667,"Cell 31",0.9311574
"Rac","S1P",7.666667,"Cell 32",0.9552717
"Rac","S1P",7.833334,"Cell 01",1.031272
"Rac","S1P",7.833334,"Cell 02",1.001882
"Rac","S1P",7.833334,"Cell 03",1.013327
"Rac","S1P",7.833334,"Cell 04",1.118435
"Rac","S1P",7.833334,"Cell 05",1.106956
"Rac","S1P",7.833334,"Cell 06",1.0587
"Rac","S1P",7.833334,"Cell 07",1.107029
"Rac","S1P",7.833334,"Cell 08",1.053977
"Rac","S1P",7.833334,"Cell 09",1.010825
"Rac","S1P",7.833334,"Cell 10",1.044041
"Rac","S1P",7.833334,"Cell 11",1.032444
"Rac","S1P",7.833334,"Cell 12",1.033792
"Rac","S1P",7.833334,"Cell 13",1.079801
"Rac","S1P",7.833334,"Cell 14",1.025757
"Rac","S1P",7.833334,"Cell 15",1.076129
"Rac","S1P",7.833334,"Cell 16",1.006183
"Rac","S1P",7.833334,"Cell 17",1.01451
"Rac","S1P",7.833334,"Cell 18",1.023083
"Rac","S1P",7.833334,"Cell 19",0.9866231
"Rac","S1P",7.833334,"Cell 20",0.9908295
"Rac","S1P",7.833334,"Cell 21",0.9787794
"Rac","S1P",7.833334,"Cell 22",0.9954631
"Rac","S1P",7.833334,"Cell 23",0.9861742
"Rac","S1P",7.833334,"Cell 24",0.9969609
"Rac","S1P",7.833334,"Cell 25",0.9690049
"Rac","S1P",7.833334,"Cell 26",1.024185
"Rac","S1P",7.833334,"Cell 27",0.9654701
"Rac","S1P",7.833334,"Cell 28",1.005197
"Rac","S1P",7.833334,"Cell 29",0.8961757
"Rac","S1P",7.833334,"Cell 30",0.9515554
"Rac","S1P",7.833334,"Cell 31",0.9269406
"Rac","S1P",7.833334,"Cell 32",0.9558017
"Rac","S1P",8,"Cell 01",1.025472
"Rac","S1P",8,"Cell 02",1.003216
"Rac","S1P",8,"Cell 03",1.000534
"Rac","S1P",8,"Cell 04",1.109759
"Rac","S1P",8,"Cell 05",1.093458
