"Wavelength","Fluorescent Protein","Spectrum","Intensity"
682,"miRFP670","EM",0.8654
682,"miRFP670","EX",0.1531
683,"mNeonGreen","EM",9e-04
683,"mScarlet-I","EM",0.1732
683,"miRFP670","EM",0.847
683,"miRFP670","EX",0.1427
684,"mNeonGreen","EM",8e-04
684,"mScarlet-I","EM",0.1685
684,"miRFP670","EM",0.8285
684,"miRFP670","EX",0.1323
685,"mNeonGreen","EM",8e-04
685,"mScarlet-I","EM",0.164
685,"miRFP670","EM",0.8095
685,"miRFP670","EX",0.1244
686,"mNeonGreen","EM",8e-04
686,"mScarlet-I","EM",0.1598
686,"miRFP670","EM",0.7901
686,"miRFP670","EX",0.1168
687,"mNeonGreen","EM",7e-04
687,"mScarlet-I","EM",0.1559
687,"miRFP670","EM",0.7714
687,"miRFP670","EX",0.1092
688,"mNeonGreen","EM",6e-04
688,"mScarlet-I","EM",0.1523
688,"miRFP670","EM",0.753
688,"miRFP670","EX",0.1016
689,"mNeonGreen","EM",7e-04
689,"mScarlet-I","EM",0.1491
689,"miRFP670","EM",0.7346
689,"miRFP670","EX",0.0948
690,"mNeonGreen","EM",6e-04
690,"mScarlet-I","EM",0.1461
690,"miRFP670","EM",0.7161
690,"miRFP670","EX",0.088
691,"mNeonGreen","EM",6e-04
691,"mScarlet-I","EM",0.1432
691,"miRFP670","EM",0.6987
691,"miRFP670","EX",0.0812
692,"mNeonGreen","EM",6e-04
692,"mScarlet-I","EM",0.1405
692,"miRFP670","EM",0.6815
692,"miRFP670","EX",0.0745
693,"mNeonGreen","EM",6e-04
693,"mScarlet-I","EM",0.1377
693,"miRFP670","EM",0.666
693,"miRFP670","EX",0.0683
694,"mNeonGreen","EM",5e-04
694,"mScarlet-I","EM",0.1349
694,"miRFP670","EM",0.6505
694,"miRFP670","EX",0.0635
695,"mNeonGreen","EM",6e-04
695,"mScarlet-I","EM",0.1319
695,"miRFP670","EM",0.6349
695,"miRFP670","EX",0.0587
696,"mNeonGreen","EM",6e-04
696,"mScarlet-I","EM",0.1288
696,"miRFP670","EM",0.6202
696,"miRFP670","EX",0.0539
697,"mNeonGreen","EM",6e-04
697,"mScarlet-I","EM",0.1255
697,"miRFP670","EM",0.6066
697,"miRFP670","EX",0.0491
698,"mNeonGreen","EM",6e-04
698,"mScarlet-I","EM",0.1221
698,"miRFP670","EM",0.5931
698,"miRFP670","EX",0.0444
699,"mNeonGreen","EM",6e-04
699,"mScarlet-I","EM",0.1187
699,"miRFP670","EM",0.5795
699,"miRFP670","EX",0.0409
700,"mNeonGreen","EM",5e-04
700,"mScarlet-I","EM",0.1154
700,"miRFP670","EM",0.5663
700,"miRFP670","EX",0.0375
701,"mNeonGreen","EM",5e-04
701,"mScarlet-I","EM",0.1121
701,"miRFP670","EM",0.5534
701,"miRFP670","EX",0.0341
702,"mNeonGreen","EM",5e-04
702,"mScarlet-I","EM",0.109
702,"miRFP670","EM",0.5413
702,"miRFP670","EX",0.0307
703,"mNeonGreen","EM",5e-04
703,"mScarlet-I","EM",0.1061
703,"miRFP670","EM",0.5305
703,"miRFP670","EX",0.0273
704,"mNeonGreen","EM",5e-04
704,"mScarlet-I","EM",0.1033
704,"miRFP670","EM",0.5197
704,"miRFP670","EX",0.0246
705,"mNeonGreen","EM",5e-04
705,"mScarlet-I","EM",0.1007
705,"miRFP670","EM",0.5095
705,"miRFP670","EX",0.0222
706,"mNeonGreen","EM",5e-04
706,"mScarlet-I","EM",0.0982
706,"miRFP670","EM",0.4996
706,"miRFP670","EX",0.0199
707,"mNeonGreen","EM",5e-04
707,"mScarlet-I","EM",0.0959
707,"miRFP670","EM",0.4898
707,"miRFP670","EX",0.0176
708,"mNeonGreen","EM",4e-04
708,"mScarlet-I","EM",0.0936
708,"miRFP670","EM",0.4801
708,"miRFP670","EX",0.0153
709,"mNeonGreen","EM",4e-04
709,"mScarlet-I","EM",0.0913
709,"miRFP670","EM",0.4704
709,"miRFP670","EX",0.0138
710,"mNeonGreen","EM",4e-04
710,"mScarlet-I","EM",0.0891
710,"miRFP670","EM",0.4607
710,"miRFP670","EX",0.0124
711,"mNeonGreen","EM",3e-04
711,"mScarlet-I","EM",0.0868
711,"miRFP670","EM",0.452
711,"miRFP670","EX",0.011
712,"mNeonGreen","EM",3e-04
712,"mScarlet-I","EM",0.0845
712,"miRFP670","EM",0.4443
712,"miRFP670","EX",0.0095
713,"mNeonGreen","EM",3e-04
713,"mScarlet-I","EM",0.0822
713,"miRFP670","EM",0.4365
713,"miRFP670","EX",0.0081
714,"mNeonGreen","EM",3e-04
714,"mScarlet-I","EM",0.0798
714,"miRFP670","EM",0.4287
715,"mNeonGreen","EM",3e-04
715,"mScarlet-I","EM",0.0774
715,"miRFP670","EM",0.421
716,"mNeonGreen","EM",4e-04
716,"mScarlet-I","EM",0.075
716,"miRFP670","EM",0.4137
717,"mNeonGreen","EM",4e-04
717,"mScarlet-I","EM",0.0726
717,"miRFP670","EM",0.4066
718,"mNeonGreen","EM",4e-04
718,"mScarlet-I","EM",0.0702
718,"miRFP670","EM",0.3996
719,"mNeonGreen","EM",4e-04
719,"mScarlet-I","EM",0.068
719,"miRFP670","EM",0.393
720,"mNeonGreen","EM",4e-04
720,"mScarlet-I","EM",0.0658
720,"miRFP670","EM",0.3876
721,"mNeonGreen","EM",3e-04
721,"mScarlet-I","EM",0.0638
721,"miRFP670","EM",0.3823
722,"mNeonGreen","EM",3e-04
722,"mScarlet-I","EM",0.062
722,"miRFP670","EM",0.3769
723,"mNeonGreen","EM",2e-04
723,"mScarlet-I","EM",0.0603
723,"miRFP670","EM",0.3718
724,"mNeonGreen","EM",3e-04
724,"mScarlet-I","EM",0.0588
724,"miRFP670","EM",0.3676
725,"mNeonGreen","EM",3e-04
725,"mScarlet-I","EM",0.0574
725,"miRFP670","EM",0.3633
726,"mNeonGreen","EM",3e-04
726,"mScarlet-I","EM",0.0562
726,"miRFP670","EM",0.3591
727,"mNeonGreen","EM",3e-04
727,"mScarlet-I","EM",0.0551
727,"miRFP670","EM",0.3539
728,"mNeonGreen","EM",3e-04
728,"mScarlet-I","EM",0.054
728,"miRFP670","EM",0.3485
729,"mNeonGreen","EM",2e-04
729,"mScarlet-I","EM",0.053
729,"miRFP670","EM",0.3432
730,"mNeonGreen","EM",2e-04
730,"mScarlet-I","EM",0.052
730,"miRFP670","EM",0.3378
731,"mNeonGreen","EM",2e-04
731,"mScarlet-I","EM",0.0509
731,"miRFP670","EM",0.3333
732,"mNeonGreen","EM",3e-04
732,"mScarlet-I","EM",0.0497
732,"miRFP670","EM",0.3291
733,"mNeonGreen","EM",3e-04
733,"mScarlet-I","EM",0.0484
733,"miRFP670","EM",0.3248
734,"mNeonGreen","EM",3e-04
734,"mScarlet-I","EM",0.0469
734,"miRFP670","EM",0.3205
735,"mNeonGreen","EM",3e-04
735,"mScarlet-I","EM",0.0453
735,"miRFP670","EM",0.316
736,"mNeonGreen","EM",3e-04
736,"mScarlet-I","EM",0.0436
736,"miRFP670","EM",0.3115
737,"mNeonGreen","EM",2e-04
737,"mScarlet-I","EM",0.0417
737,"miRFP670","EM",0.307
738,"mNeonGreen","EM",2e-04
738,"mScarlet-I","EM",0.0396
738,"miRFP670","EM",0.3025
739,"mNeonGreen","EM",2e-04
739,"mScarlet-I","EM",0.0375
739,"miRFP670","EM",0.2975
740,"mNeonGreen","EM",2e-04
740,"mScarlet-I","EM",0.0353
740,"miRFP670","EM",0.2922
741,"mNeonGreen","EM",2e-04
741,"mScarlet-I","EM",0.0331
741,"miRFP670","EM",0.2868
742,"mNeonGreen","EM",2e-04
742,"mScarlet-I","EM",0.031
742,"miRFP670","EM",0.2815
743,"mNeonGreen","EM",2e-04
743,"mScarlet-I","EM",0.029
743,"miRFP670","EM",0.2758
744,"mNeonGreen","EM",2e-04
744,"mScarlet-I","EM",0.0271
744,"miRFP670","EM",0.2699
745,"mNeonGreen","EM",2e-04
745,"mScarlet-I","EM",0.0254
745,"miRFP670","EM",0.2641
746,"mNeonGreen","EM",2e-04
746,"mScarlet-I","EM",0.0238
746,"miRFP670","EM",0.2583
747,"mNeonGreen","EM",2e-04
747,"mScarlet-I","EM",0.0225
747,"miRFP670","EM",0.2527
748,"mNeonGreen","EM",2e-04
748,"mScarlet-I","EM",0.0213
748,"miRFP670","EM",0.2472
749,"mScarlet-I","EM",0.0203
749,"miRFP670","EM",0.2416
750,"mScarlet-I","EM",0.0194
750,"miRFP670","EM",0.2358
751,"mScarlet-I","EM",0.0187
751,"miRFP670","EM",0.2298
752,"mScarlet-I","EM",0.0182
752,"miRFP670","EM",0.2238
753,"mScarlet-I","EM",0.0177
753,"miRFP670","EM",0.2179
754,"mScarlet-I","EM",0.0173
754,"miRFP670","EM",0.2127
755,"mScarlet-I","EM",0.0169
755,"miRFP670","EM",0.2076
756,"mScarlet-I","EM",0.0166
756,"miRFP670","EM",0.2024
757,"mScarlet-I","EM",0.0163
757,"miRFP670","EM",0.197
758,"mScarlet-I","EM",0.016
758,"miRFP670","EM",0.1914
759,"mScarlet-I","EM",0.0156
759,"miRFP670","EM",0.1858
760,"mScarlet-I","EM",0.0152
760,"miRFP670","EM",0.1802
761,"mScarlet-I","EM",0.0147
761,"miRFP670","EM",0.1747
762,"mScarlet-I","EM",0.0141
762,"miRFP670","EM",0.1693
763,"mScarlet-I","EM",0.0134
763,"miRFP670","EM",0.164
764,"mScarlet-I","EM",0.0126
764,"miRFP670","EM",0.1587
765,"mScarlet-I","EM",0.0118
765,"miRFP670","EM",0.1537
766,"mScarlet-I","EM",0.011
766,"miRFP670","EM",0.1492
767,"mScarlet-I","EM",0.01
767,"miRFP670","EM",0.1447
768,"miRFP670","EM",0.1402
769,"miRFP670","EM",0.1357
770,"miRFP670","EM",0.1318
771,"miRFP670","EM",0.1283
772,"miRFP670","EM",0.1249
773,"miRFP670","EM",0.1213
774,"miRFP670","EM",0.1177
775,"miRFP670","EM",0.1141
776,"miRFP670","EM",0.1105
777,"miRFP670","EM",0.1069
778,"miRFP670","EM",0.1034
779,"miRFP670","EM",0.0998
780,"miRFP670","EM",0.0963
781,"miRFP670","EM",0.0936
782,"miRFP670","EM",0.0911
783,"miRFP670","EM",0.0887
784,"miRFP670","EM",0.0863
785,"miRFP670","EM",0.0842
786,"miRFP670","EM",0.0821
787,"miRFP670","EM",0.08
788,"miRFP670","EM",0.0779
789,"miRFP670","EM",0.0757
790,"miRFP670","EM",0.0735
791,"miRFP670","EM",0.0713
792,"miRFP670","EM",0.0691
793,"miRFP670","EM",0.0672
794,"miRFP670","EM",0.0657
795,"miRFP670","EM",0.0642
796,"miRFP670","EM",0.0628
797,"miRFP670","EM",0.0613
798,"miRFP670","EM",0.0597
799,"miRFP670","EM",0.0582
800,"miRFP670","EM",0.0566
801,"miRFP670","EM",0.0551
802,"miRFP670","EM",0.0535
803,"miRFP670","EM",0.052
804,"miRFP670","EM",0.0504
805,"miRFP670","EM",0.049
806,"miRFP670","EM",0.0477
807,"miRFP670","EM",0.0464
808,"miRFP670","EM",0.0451
809,"miRFP670","EM",0.0438
810,"miRFP670","EM",0.0426
811,"miRFP670","EM",0.0413
