"Experimental day","Replicate no.","Neutrophil no.","Batch no. neutrophils","Stage","dF/F0","Calcium (uM)","Replicate","n","mean","n_rep","mean_rep","sd_rep","sem","95%CI_lo","95%CI_hi"
2,5,12,3,"post-diapedesis","0.113330865430511",0.034687273791389,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,6,13,3,"before","NA",0.0747158547706927,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.0325100609118637,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.0631724046422444,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.0442408102106232,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.02070684531952,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.02070684531952,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.0494716988660742,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.0475835805805381,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.02070684531952,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.02070684531952,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.0369210041130292,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"before","NA",0.0417737087235275,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,6,13,3,"post-diapedesis","NA",0.02070684531952,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,6,13,3,"post-diapedesis","1.47973427709738E-2",0.0453001751381508,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,6,13,3,"post-diapedesis","NA",0.0494946416496995,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,6,13,3,"post-diapedesis","2.90596268304858E-2",0.0283141633950211,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,6,13,3,"post-diapedesis","0.123399672896289",0.0371749540431623,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,6,13,3,"post-diapedesis","0.15275511465341801",0.0342167855352673,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,6,13,3,"post-diapedesis","0.208671109398641",0.0328366595032847,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,7,14,4,"before","1.3605522093744301E-2",0.02070684531952,"4",55,0.027031962218492,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,7,14,4,"before","4.5090586842480296E-3",0.02070684531952,"4",55,0.027031962218492,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,7,14,4,"before","-1.8114580777992099E-2",0.0208868911779251,"4",55,0.027031962218492,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
