"System","Order","YFP","CFP"
" Dual-promotor","CFP first",967.05,1245.1
" Dual-promotor","CFP first",972.93,915.36
" Dual-promotor","CFP first",981.1,1812.5
" Dual-promotor","CFP first",983.52,1577.2
" Dual-promotor","CFP first",1016.7,2107.7
" Dual-promotor","CFP first",1022.3,1423.2
" Dual-promotor","CFP first",1030.7,729.71
" Dual-promotor","CFP first",1034.7,1302.6
" Dual-promotor","CFP first",1043.5,1282.4
" Dual-promotor","CFP first",1060.1,1228.1
" Dual-promotor","CFP first",1060.3,2420.9
" Dual-promotor","CFP first",1073.4,948.58
" Dual-promotor","CFP first",1083.6,873.39
" Dual-promotor","CFP first",1083.9,1153
" Dual-promotor","CFP first",1085.1,2443.8
" Dual-promotor","CFP first",1092.6,1318.6
" Dual-promotor","CFP first",1098.3,1137.2
" Dual-promotor","CFP first",1098.6,970.26
" Dual-promotor","CFP first",1107.5,1107.2
" Dual-promotor","CFP first",1120.2,2353.5
" Dual-promotor","CFP first",1141.4,1339.6
" Dual-promotor","CFP first",1155.9,1604
" Dual-promotor","CFP first",1158.4,1423.8
" Dual-promotor","CFP first",1159.8,2143.5
" Dual-promotor","CFP first",1163.5,1634.4
" Dual-promotor","CFP first",1179.8,2132.5
" Dual-promotor","CFP first",1184.9,327.39
" Dual-promotor","CFP first",1198.2,309.93
" Dual-promotor","CFP first",1200.3,5638.1
" Dual-promotor","CFP first",1206.9,1514.2
" Dual-promotor","CFP first",1216,1173.5
" Dual-promotor","CFP first",1229.2,2264.2
" Dual-promotor","CFP first",1241.7,1656
" Dual-promotor","CFP first",1243.4,1480.4
" Dual-promotor","CFP first",1246.8,859.66
" Dual-promotor","CFP first",1281.2,1588.9
" Dual-promotor","CFP first",1284.5,1257.5
" Dual-promotor","CFP first",1309.2,1268.4
" Dual-promotor","CFP first",1312.5,2875.3
" Dual-promotor","CFP first",1351.5,1837.3
" Dual-promotor","CFP first",1351.6,1709.9
" Dual-promotor","CFP first",1359.7,1547.5
" Dual-promotor","CFP first",1380.6,2455.8
" Dual-promotor","CFP first",1382.3,704.97
" Dual-promotor","CFP first",1384.8,2367.4
" Dual-promotor","CFP first",1387.6,2507.7
" Dual-promotor","CFP first",1390.9,1541.7
" Dual-promotor","CFP first",1393.3,1345.8
" Dual-promotor","CFP first",1404.5,822.27
" Dual-promotor","CFP first",1432.7,3642.4
" Dual-promotor","CFP first",1437,3864.1
" Dual-promotor","CFP first",1472.3,1206.2
" Dual-promotor","CFP first",1487.4,2572.2
" Dual-promotor","CFP first",1489.9,1586.5
" Dual-promotor","CFP first",1523.2,1303.7
" Dual-promotor","CFP first",1549.6,4069.6
" Dual-promotor","CFP first",1554.6,1106.7
" Dual-promotor","CFP first",1588.7,1983.3
" Dual-promotor","CFP first",1595.8,2163.2
" Dual-promotor","CFP first",1625.9,1890.3
" Dual-promotor","CFP first",1640.6,1572.6
" Dual-promotor","CFP first",1711.9,631.34
" Dual-promotor","CFP first",1724.8,2133.2
" Dual-promotor","CFP first",1747.4,2186.3
" Dual-promotor","CFP first",1766.6,4577.2
" Dual-promotor","CFP first",1777.1,2291.9
" Dual-promotor","CFP first",1795.4,2106.2
" Dual-promotor","CFP first",1805.7,2679.1
" Dual-promotor","CFP first",1814.6,1295.9
" Dual-promotor","CFP first",1825.7,631.98
" Dual-promotor","CFP first",1849,2991.6
" Dual-promotor","CFP first",1867.8,2423.7
" Dual-promotor","CFP first",1905,309.53
" Dual-promotor","CFP first",1908,1836.3
" Dual-promotor","CFP first",1912.3,3563.2
" Dual-promotor","CFP first",1915.6,2312.1
" Dual-promotor","CFP first",1920.1,3842.6
" Dual-promotor","CFP first",1944.9,1769.8
" Dual-promotor","CFP first",1954.8,2977.1
" Dual-promotor","CFP first",2008,827.34
" Dual-promotor","CFP first",2010.4,2576.1
" Dual-promotor","CFP first",2023,3085.6
" Dual-promotor","CFP first",2033.5,1956.3
" Dual-promotor","CFP first",2042.7,4652.2
" Dual-promotor","CFP first",2070.5,2002.5
" Dual-promotor","CFP first",2089.4,3296.3
" Dual-promotor","CFP first",2121,5200.7
" Dual-promotor","CFP first",2130.6,3237.7
" Dual-promotor","CFP first",2144.2,2574.3
" Dual-promotor","CFP first",2157.3,2155.6
" Dual-promotor","CFP first",2253.8,3066
" Dual-promotor","CFP first",2255.3,2697.2
" Dual-promotor","CFP first",2278.5,630.73
" Dual-promotor","CFP first",2294.4,2292
" Dual-promotor","CFP first",2335,3414.8
" Dual-promotor","CFP first",2337.4,3191
" Dual-promotor","CFP first",2338.5,1064.3
" Dual-promotor","CFP first",2357.3,1558
" Dual-promotor","CFP first",2609,3728.9
" Dual-promotor","CFP first",2689.8,566.72
" Dual-promotor","CFP first",2788.6,1519.3
" Dual-promotor","CFP first",2805.9,1328.5
" Dual-promotor","CFP first",2865.7,1618.1
" Dual-promotor","CFP first",2947.7,688.96
" Dual-promotor","CFP first",2951.1,1062.2
" Dual-promotor","CFP first",3202.6,5771.4
" Dual-promotor","CFP first",3236.5,1105.8
" Dual-promotor","CFP first",3439.7,1246.9
" Dual-promotor","CFP first",4175,1135.9
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","CFP first",NA,NA
" Dual-promotor","YFP first",88.841,113.92
" Dual-promotor","YFP first",95.053,118.53
" Dual-promotor","YFP first",99.563,208.09
" Dual-promotor","YFP first",105.63,275.01
" Dual-promotor","YFP first",124.37,162.51
" Dual-promotor","YFP first",142.13,225.24
" Dual-promotor","YFP first",152.45,256.21
" Dual-promotor","YFP first",170.04,252.75
" Dual-promotor","YFP first",170.71,172.9
" Dual-promotor","YFP first",174.02,280.67
" Dual-promotor","YFP first",180.83,267.04
" Dual-promotor","YFP first",192.8,207.5
" Dual-promotor","YFP first",203.77,90.129
" Dual-promotor","YFP first",205.14,307.22
" Dual-promotor","YFP first",207.67,312.33
" Dual-promotor","YFP first",217.65,184.12
" Dual-promotor","YFP first",222.14,141.1
" Dual-promotor","YFP first",224.96,355.62
" Dual-promotor","YFP first",231.85,437.84
" Dual-promotor","YFP first",233.3,345.81
" Dual-promotor","YFP first",235.3,380.69
" Dual-promotor","YFP first",237.01,186.71
" Dual-promotor","YFP first",239.68,256.49
" Dual-promotor","YFP first",245.47,308.07
" Dual-promotor","YFP first",245.49,361.81
" Dual-promotor","YFP first",251.59,526.08
" Dual-promotor","YFP first",257.68,396.99
" Dual-promotor","YFP first",259.74,262.14
" Dual-promotor","YFP first",270.22,364.58
" Dual-promotor","YFP first",275.38,231.36
" Dual-promotor","YFP first",277.15,619.86
" Dual-promotor","YFP first",280.16,377.41
" Dual-promotor","YFP first",284.81,187.83
" Dual-promotor","YFP first",285.48,289.56
" Dual-promotor","YFP first",296.93,739.39
" Dual-promotor","YFP first",301.68,762.13
" Dual-promotor","YFP first",304.52,449.1
" Dual-promotor","YFP first",306.7,694.78
" Dual-promotor","YFP first",312.86,340.09
" Dual-promotor","YFP first",316.27,214.94
" Dual-promotor","YFP first",316.54,333.09
" Dual-promotor","YFP first",318.24,113.48
" Dual-promotor","YFP first",322.99,688.6
" Dual-promotor","YFP first",329.55,457.08
" Dual-promotor","YFP first",329.86,507.8
" Dual-promotor","YFP first",332.71,278.93
" Dual-promotor","YFP first",333.38,733.28
" Dual-promotor","YFP first",336.35,391.53
" Dual-promotor","YFP first",338.24,412.83
" Dual-promotor","YFP first",343.19,570.79
" Dual-promotor","YFP first",347.98,714.9
" Dual-promotor","YFP first",348.74,535.66
" Dual-promotor","YFP first",352.55,423.95
" Dual-promotor","YFP first",352.6,597.15
" Dual-promotor","YFP first",359.19,435.01
" Dual-promotor","YFP first",360.88,590.95
" Dual-promotor","YFP first",361,563.33
" Dual-promotor","YFP first",361.17,914.7
" Dual-promotor","YFP first",364.08,460.34
" Dual-promotor","YFP first",369.98,704.61
" Dual-promotor","YFP first",370.42,769.7
" Dual-promotor","YFP first",370.51,509.5
" Dual-promotor","YFP first",372.03,456.66
" Dual-promotor","YFP first",374.77,160.01
" Dual-promotor","YFP first",376.46,765.47
" Dual-promotor","YFP first",378.21,306.46
" Dual-promotor","YFP first",382.25,679.47
" Dual-promotor","YFP first",385.85,567.4
" Dual-promotor","YFP first",389.45,671.49
" Dual-promotor","YFP first",391,372.2
" Dual-promotor","YFP first",391.51,772.06
" Dual-promotor","YFP first",391.93,314.97
" Dual-promotor","YFP first",392.44,806.39
" Dual-promotor","YFP first",392.62,204.29
" Dual-promotor","YFP first",392.89,529.39
" Dual-promotor","YFP first",394.22,565.63
" Dual-promotor","YFP first",396.57,310.25
" Dual-promotor","YFP first",402.1,890.66
" Dual-promotor","YFP first",402.16,619.68
" Dual-promotor","YFP first",406.17,197.38
" Dual-promotor","YFP first",406.78,637.04
" Dual-promotor","YFP first",409.09,888.94
" Dual-promotor","YFP first",410.3,787.35
" Dual-promotor","YFP first",411.02,591.33
" Dual-promotor","YFP first",412.47,533.11
" Dual-promotor","YFP first",413.79,968.99
" Dual-promotor","YFP first",415.8,534.03
" Dual-promotor","YFP first",416.62,1153
" Dual-promotor","YFP first",419.67,600.72
" Dual-promotor","YFP first",421.58,679.23
" Dual-promotor","YFP first",422.84,891.59
" Dual-promotor","YFP first",425.96,905.85
" Dual-promotor","YFP first",426.38,461.31
" Dual-promotor","YFP first",427.45,435.73
" Dual-promotor","YFP first",428.91,899.55
" Dual-promotor","YFP first",429.24,223.23
" Dual-promotor","YFP first",431.25,668.25
" Dual-promotor","YFP first",432.32,628.18
" Dual-promotor","YFP first",438.37,775.34
" Dual-promotor","YFP first",439.63,625.85
" Dual-promotor","YFP first",440.52,631.05
" Dual-promotor","YFP first",449.18,515.18
" Dual-promotor","YFP first",450.85,850.28
" Dual-promotor","YFP first",451.03,429.01
" Dual-promotor","YFP first",456.59,483.14
" Dual-promotor","YFP first",456.76,330.27
" Dual-promotor","YFP first",460.15,782.64
" Dual-promotor","YFP first",461.32,675.46
" Dual-promotor","YFP first",467.3,657.78
" Dual-promotor","YFP first",467.65,555.6
" Dual-promotor","YFP first",468.81,517.61
" Dual-promotor","YFP first",469.83,752.54
" Dual-promotor","YFP first",471.5,516.81
" Dual-promotor","YFP first",471.97,703.82
" Dual-promotor","YFP first",474.87,818.6
" Dual-promotor","YFP first",477.27,988.21
" Dual-promotor","YFP first",477.76,538.77
" Dual-promotor","YFP first",478.53,907.62
" Dual-promotor","YFP first",479.4,967.18
" Dual-promotor","YFP first",480.43,686.47
" Dual-promotor","YFP first",481.69,749.08
" Dual-promotor","YFP first",482.34,241.72
" Dual-promotor","YFP first",485.26,344.13
" Dual-promotor","YFP first",489.47,499.83
" Dual-promotor","YFP first",492.01,373.56
" Dual-promotor","YFP first",494.76,706.98
" Dual-promotor","YFP first",495.98,812.03
" Dual-promotor","YFP first",496.93,793.73
" Dual-promotor","YFP first",499.73,683.82
" Dual-promotor","YFP first",502.01,769.64
" Dual-promotor","YFP first",503.85,997.95
" Dual-promotor","YFP first",508.08,504.17
" Dual-promotor","YFP first",508.92,876.24
" Dual-promotor","YFP first",510.66,878.6
" Dual-promotor","YFP first",512.25,963.05
" Dual-promotor","YFP first",513.02,951.22
" Dual-promotor","YFP first",520.22,385.18
" Dual-promotor","YFP first",523.58,382.49
" Dual-promotor","YFP first",524.19,935.92
" Dual-promotor","YFP first",526.78,963.84
" Dual-promotor","YFP first",531.36,965.03
" Dual-promotor","YFP first",534.12,463.69
" Dual-promotor","YFP first",535.02,920.72
" Dual-promotor","YFP first",535.39,908.51
" Dual-promotor","YFP first",541.2,788.77
" Dual-promotor","YFP first",541.99,808.33
" Dual-promotor","YFP first",544.5,997.26
" Dual-promotor","YFP first",545.05,715.49
" Dual-promotor","YFP first",546.99,788.35
" Dual-promotor","YFP first",547.15,715.56
" Dual-promotor","YFP first",550.33,1021.5
" Dual-promotor","YFP first",551.71,602.64
" Dual-promotor","YFP first",553.98,553.45
" Dual-promotor","YFP first",556.64,1394.3
" Dual-promotor","YFP first",558.47,1002.4
" Dual-promotor","YFP first",562.95,746.08
" Dual-promotor","YFP first",568.37,653.83
" Dual-promotor","YFP first",570.14,1058.7
" Dual-promotor","YFP first",573.08,658.71
" Dual-promotor","YFP first",574.7,1047.2
" Dual-promotor","YFP first",574.77,1011
" Dual-promotor","YFP first",577.51,529.85
" Dual-promotor","YFP first",577.97,1086.2
" Dual-promotor","YFP first",580.24,448.1
" Dual-promotor","YFP first",580.47,502.31
" Dual-promotor","YFP first",590.53,767.77
" Dual-promotor","YFP first",597.65,953.16
" Dual-promotor","YFP first",599.75,649.52
" Dual-promotor","YFP first",600.39,444.45
" Dual-promotor","YFP first",600.91,1334.7
" Dual-promotor","YFP first",601.07,815
" Dual-promotor","YFP first",606.4,520.59
" Dual-promotor","YFP first",607.51,227.61
" Dual-promotor","YFP first",607.93,906.57
" Dual-promotor","YFP first",617.5,854.06
" Dual-promotor","YFP first",620.02,1021.8
" Dual-promotor","YFP first",620.27,1439.8
" Dual-promotor","YFP first",622.2,442.57
" Dual-promotor","YFP first",623.9,732.17
" Dual-promotor","YFP first",631.75,1450
" Dual-promotor","YFP first",633.35,595.25
" Dual-promotor","YFP first",634.93,989.04
" Dual-promotor","YFP first",635.63,589.59
" Dual-promotor","YFP first",639.93,868.43
" Dual-promotor","YFP first",639.98,1164.9
" Dual-promotor","YFP first",643.73,1050.1
" Dual-promotor","YFP first",643.74,295.18
" Dual-promotor","YFP first",645.49,1429.2
" Dual-promotor","YFP first",649.64,918.31
" Dual-promotor","YFP first",658.23,1453.1
" Dual-promotor","YFP first",660.96,1241.5
" Dual-promotor","YFP first",661.62,496.24
" Dual-promotor","YFP first",666.4,882.61
" Dual-promotor","YFP first",666.64,320.62
" Dual-promotor","YFP first",671.15,1224.4
" Dual-promotor","YFP first",673.4,1175.5
" Dual-promotor","YFP first",673.41,1308
" Dual-promotor","YFP first",676.86,644.95
" Dual-promotor","YFP first",683.71,1332
" Dual-promotor","YFP first",684,1222.6
" Dual-promotor","YFP first",687.44,2133.1
" Dual-promotor","YFP first",690.12,1208.2
" Dual-promotor","YFP first",690.41,725.64
" Dual-promotor","YFP first",693.74,1243.1
" Dual-promotor","YFP first",697.41,1307.5
" Dual-promotor","YFP first",705.52,1178.2
" Dual-promotor","YFP first",708.23,381.39
" Dual-promotor","YFP first",711.41,1356.9
" Dual-promotor","YFP first",714.65,1476.5
" Dual-promotor","YFP first",715.38,1049.5
" Dual-promotor","YFP first",715.89,1001.3
" Dual-promotor","YFP first",719.76,458.5
" Dual-promotor","YFP first",722.5,1364.9
" Dual-promotor","YFP first",722.87,871.94
" Dual-promotor","YFP first",725.64,1339
" Dual-promotor","YFP first",726.57,515.98
" Dual-promotor","YFP first",726.97,796.81
" Dual-promotor","YFP first",728.04,1337.6
" Dual-promotor","YFP first",731.16,483.22
" Dual-promotor","YFP first",731.98,1413.9
" Dual-promotor","YFP first",733.05,531.36
" Dual-promotor","YFP first",733.27,1158.4
" Dual-promotor","YFP first",734.44,577.37
" Dual-promotor","YFP first",734.53,578.86
" Dual-promotor","YFP first",734.94,1491.7
" Dual-promotor","YFP first",739.04,1377.5
" Dual-promotor","YFP first",747.36,1091
" Dual-promotor","YFP first",750.63,2233.1
" Dual-promotor","YFP first",754.55,1245.8
" Dual-promotor","YFP first",756.92,1020.8
" Dual-promotor","YFP first",758.11,602.3
" Dual-promotor","YFP first",760.45,842.77
" Dual-promotor","YFP first",760.65,655.15
