"System","Order","YFP","CFP"
"2A-peptide","CFP first",2413.9,2866.2
"2A-peptide","CFP first",2417.9,2964.2
"2A-peptide","CFP first",2425.8,2917.1
"2A-peptide","CFP first",2436.3,2240
"2A-peptide","CFP first",2449.2,3206.3
"2A-peptide","CFP first",2456.8,3380.9
"2A-peptide","CFP first",2465.9,2913.1
"2A-peptide","CFP first",2471.6,3237.6
"2A-peptide","CFP first",2530.5,2919.8
"2A-peptide","CFP first",2581.8,3169
"2A-peptide","CFP first",2593.6,3344.8
"2A-peptide","CFP first",2608.4,3794.7
"2A-peptide","CFP first",2637.3,3223.8
"2A-peptide","CFP first",2645.2,3573.2
"2A-peptide","CFP first",2715.3,3228.3
"2A-peptide","CFP first",2741.1,2459.7
"2A-peptide","CFP first",2744.3,3678.3
"2A-peptide","CFP first",2768.9,3557.5
"2A-peptide","CFP first",2814.2,4201.4
"2A-peptide","CFP first",2839.7,3797.7
"2A-peptide","CFP first",2839.8,3562.6
"2A-peptide","CFP first",2880.3,3857.9
"2A-peptide","CFP first",2950.4,3334.9
"2A-peptide","CFP first",2950.6,3227.2
"2A-peptide","CFP first",3066.1,3961.4
"2A-peptide","CFP first",3095.2,4803.9
"2A-peptide","CFP first",3162.7,3798
"2A-peptide","CFP first",3170,4682
"2A-peptide","CFP first",3174.8,3843.3
"2A-peptide","CFP first",3188,3804.5
"2A-peptide","CFP first",3336.2,3881.3
"2A-peptide","CFP first",3403.7,4481.3
"2A-peptide","CFP first",3616.1,4310.1
"2A-peptide","CFP first",3688.9,5167.1
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","CFP first",NA,NA
"2A-peptide","YFP first",148.75,165.71
"2A-peptide","YFP first",166.32,192.1
"2A-peptide","YFP first",170.43,215.41
"2A-peptide","YFP first",191.14,225.23
"2A-peptide","YFP first",198.11,255.85
"2A-peptide","YFP first",213.19,230.92
"2A-peptide","YFP first",214.41,249
"2A-peptide","YFP first",216.98,278.69
"2A-peptide","YFP first",220.1,266.36
"2A-peptide","YFP first",223.87,273.58
"2A-peptide","YFP first",228.03,264.76
"2A-peptide","YFP first",238.54,277.14
"2A-peptide","YFP first",241.17,341.25
"2A-peptide","YFP first",241.69,320.64
"2A-peptide","YFP first",244.58,277.23
"2A-peptide","YFP first",250.96,373.55
"2A-peptide","YFP first",271.91,287.07
"2A-peptide","YFP first",273.95,309.45
"2A-peptide","YFP first",276.09,358.95
"2A-peptide","YFP first",276.79,233.71
"2A-peptide","YFP first",280.96,341.17
"2A-peptide","YFP first",281.08,333.73
"2A-peptide","YFP first",284.3,328.95
"2A-peptide","YFP first",285.69,328.53
"2A-peptide","YFP first",290.1,348.69
"2A-peptide","YFP first",297.79,364.48
"2A-peptide","YFP first",313,379.33
"2A-peptide","YFP first",313.61,339.54
"2A-peptide","YFP first",318.36,388.09
"2A-peptide","YFP first",324.24,367.87
"2A-peptide","YFP first",329.85,431.44
"2A-peptide","YFP first",333.12,382.54
"2A-peptide","YFP first",339.74,401.41
"2A-peptide","YFP first",340.29,388.05
"2A-peptide","YFP first",347.32,419.01
"2A-peptide","YFP first",349.62,375.51
"2A-peptide","YFP first",350.92,423.25
"2A-peptide","YFP first",353.76,424.92
"2A-peptide","YFP first",353.79,416.23
"2A-peptide","YFP first",353.8,400.6
"2A-peptide","YFP first",355.62,412.4
"2A-peptide","YFP first",355.67,420.45
"2A-peptide","YFP first",355.71,403.86
"2A-peptide","YFP first",355.77,358.38
"2A-peptide","YFP first",356.14,388.16
"2A-peptide","YFP first",363.87,410.18
"2A-peptide","YFP first",365.52,419.34
"2A-peptide","YFP first",369.98,427.4
"2A-peptide","YFP first",370.17,416.02
"2A-peptide","YFP first",373.48,320.3
"2A-peptide","YFP first",374.26,432.14
"2A-peptide","YFP first",375.46,419.94
"2A-peptide","YFP first",376.15,433.1
"2A-peptide","YFP first",382.44,439.87
"2A-peptide","YFP first",383.32,442.16
"2A-peptide","YFP first",384.2,417.56
"2A-peptide","YFP first",384.93,447.6
"2A-peptide","YFP first",385.41,439.34
"2A-peptide","YFP first",387.61,482.71
"2A-peptide","YFP first",395.62,450.85
"2A-peptide","YFP first",396.07,453.88
"2A-peptide","YFP first",398.43,487.91
"2A-peptide","YFP first",401.01,479.16
"2A-peptide","YFP first",403.04,506.05
"2A-peptide","YFP first",405.22,487.74
"2A-peptide","YFP first",409.57,508.97
"2A-peptide","YFP first",409.8,468.95
"2A-peptide","YFP first",410.48,466.86
"2A-peptide","YFP first",411.59,465.32
"2A-peptide","YFP first",413.23,454.54
"2A-peptide","YFP first",413.27,561.77
"2A-peptide","YFP first",413.83,474.08
"2A-peptide","YFP first",413.96,497.18
"2A-peptide","YFP first",428.81,482.04
"2A-peptide","YFP first",429.15,501.8
"2A-peptide","YFP first",429.79,490.75
"2A-peptide","YFP first",431.26,476.78
"2A-peptide","YFP first",431.61,463.95
"2A-peptide","YFP first",433.45,536.72
"2A-peptide","YFP first",438.72,431.53
"2A-peptide","YFP first",439.29,532.75
"2A-peptide","YFP first",440.14,484
"2A-peptide","YFP first",440.7,470.52
"2A-peptide","YFP first",441.92,507.01
"2A-peptide","YFP first",442.21,500.68
"2A-peptide","YFP first",444.2,510.45
"2A-peptide","YFP first",447.2,524.74
"2A-peptide","YFP first",447.64,580.09
"2A-peptide","YFP first",447.69,554.3
"2A-peptide","YFP first",450.65,589.19
"2A-peptide","YFP first",453.31,364.81
"2A-peptide","YFP first",454.37,554.45
"2A-peptide","YFP first",454.45,539.63
"2A-peptide","YFP first",454.64,516.88
"2A-peptide","YFP first",455.49,587.6
"2A-peptide","YFP first",457.16,556.92
"2A-peptide","YFP first",457.41,530.95
"2A-peptide","YFP first",458.18,515.97
"2A-peptide","YFP first",459.88,506.63
"2A-peptide","YFP first",460.01,470.79
"2A-peptide","YFP first",460.68,560.81
"2A-peptide","YFP first",466.08,542.47
"2A-peptide","YFP first",468.8,532.69
"2A-peptide","YFP first",469.32,539.25
"2A-peptide","YFP first",470.1,593.81
"2A-peptide","YFP first",471.83,569.94
"2A-peptide","YFP first",475.23,469.97
"2A-peptide","YFP first",476.56,578.26
"2A-peptide","YFP first",480.68,640.36
"2A-peptide","YFP first",482.31,686.28
"2A-peptide","YFP first",482.8,578.12
"2A-peptide","YFP first",483.05,581.58
"2A-peptide","YFP first",485.22,543.11
"2A-peptide","YFP first",486.66,582.74
"2A-peptide","YFP first",487.18,499.04
"2A-peptide","YFP first",487.96,383.31
"2A-peptide","YFP first",489.55,578.67
"2A-peptide","YFP first",490.17,535.15
"2A-peptide","YFP first",491.72,630.97
"2A-peptide","YFP first",493.49,600.55
"2A-peptide","YFP first",494.58,573.72
"2A-peptide","YFP first",496.44,613.56
"2A-peptide","YFP first",501.42,599.58
"2A-peptide","YFP first",503.04,539.23
"2A-peptide","YFP first",505.14,650.45
"2A-peptide","YFP first",506.56,595.82
"2A-peptide","YFP first",507.04,654.63
"2A-peptide","YFP first",507.67,667.11
"2A-peptide","YFP first",509.07,676.61
"2A-peptide","YFP first",509.32,615.61
"2A-peptide","YFP first",509.77,612.76
"2A-peptide","YFP first",510.24,603.1
"2A-peptide","YFP first",510.91,510.61
"2A-peptide","YFP first",511.33,526.76
"2A-peptide","YFP first",511.98,640.02
"2A-peptide","YFP first",514.42,612.63
"2A-peptide","YFP first",514.52,570.6
"2A-peptide","YFP first",516.34,569.86
"2A-peptide","YFP first",516.38,632.65
"2A-peptide","YFP first",518.2,449.68
"2A-peptide","YFP first",518.64,581.76
"2A-peptide","YFP first",519.65,617.69
"2A-peptide","YFP first",520.54,552.69
"2A-peptide","YFP first",521.18,633.75
"2A-peptide","YFP first",521.62,357.7
"2A-peptide","YFP first",522.02,668.87
"2A-peptide","YFP first",523.52,515.32
"2A-peptide","YFP first",523.7,652.46
"2A-peptide","YFP first",524.2,570.68
"2A-peptide","YFP first",524.83,686.86
"2A-peptide","YFP first",526.04,616.04
"2A-peptide","YFP first",526.36,684.59
"2A-peptide","YFP first",526.74,599.82
"2A-peptide","YFP first",529.02,623.41
"2A-peptide","YFP first",531.41,686.41
"2A-peptide","YFP first",531.67,700.31
"2A-peptide","YFP first",532.98,628.85
"2A-peptide","YFP first",534.29,590.33
"2A-peptide","YFP first",534.46,606.65
"2A-peptide","YFP first",534.77,629.68
"2A-peptide","YFP first",534.89,614.56
"2A-peptide","YFP first",537.45,604.97
"2A-peptide","YFP first",539.06,689.27
"2A-peptide","YFP first",539.76,616.78
"2A-peptide","YFP first",541.04,729.35
"2A-peptide","YFP first",542.81,636.27
"2A-peptide","YFP first",542.82,696.7
"2A-peptide","YFP first",544.08,681.38
"2A-peptide","YFP first",544.42,624.65
"2A-peptide","YFP first",545.93,564.26
"2A-peptide","YFP first",546.82,607.93
"2A-peptide","YFP first",549.12,627.21
"2A-peptide","YFP first",549.73,645.38
"2A-peptide","YFP first",550.68,716.3
"2A-peptide","YFP first",550.85,622.14
"2A-peptide","YFP first",551.1,674.72
"2A-peptide","YFP first",553.18,622.22
"2A-peptide","YFP first",554.64,644.78
"2A-peptide","YFP first",554.7,731.39
"2A-peptide","YFP first",555.47,572.09
"2A-peptide","YFP first",556.37,696.26
"2A-peptide","YFP first",557.25,571.53
"2A-peptide","YFP first",557.45,573.59
"2A-peptide","YFP first",557.76,756.27
"2A-peptide","YFP first",558.94,686.97
"2A-peptide","YFP first",561.54,719.9
"2A-peptide","YFP first",563.54,620.21
"2A-peptide","YFP first",563.74,675.48
"2A-peptide","YFP first",564.6,725.49
"2A-peptide","YFP first",564.68,613.11
"2A-peptide","YFP first",567.24,691.61
"2A-peptide","YFP first",568.08,703.59
"2A-peptide","YFP first",570.5,656.08
"2A-peptide","YFP first",571.45,645.36
"2A-peptide","YFP first",571.65,691.58
"2A-peptide","YFP first",572.35,753.68
"2A-peptide","YFP first",573.15,594.32
"2A-peptide","YFP first",573.21,654.83
"2A-peptide","YFP first",574.02,637.36
"2A-peptide","YFP first",574.27,814.66
"2A-peptide","YFP first",576.01,727.79
"2A-peptide","YFP first",576.68,645.58
"2A-peptide","YFP first",577.07,728.14
"2A-peptide","YFP first",579.33,392.64
"2A-peptide","YFP first",580.27,715.31
"2A-peptide","YFP first",582.04,481.58
"2A-peptide","YFP first",583.31,790.02
"2A-peptide","YFP first",585.62,803.63
"2A-peptide","YFP first",586.74,648.36
"2A-peptide","YFP first",587.67,659.97
"2A-peptide","YFP first",587.84,710.74
"2A-peptide","YFP first",588.02,839.19
"2A-peptide","YFP first",588.42,622.79
"2A-peptide","YFP first",588.43,716.63
"2A-peptide","YFP first",590.14,785.11
"2A-peptide","YFP first",593.22,772.6
"2A-peptide","YFP first",593.46,683.76
"2A-peptide","YFP first",594.72,697.94
"2A-peptide","YFP first",595.65,768.39
"2A-peptide","YFP first",598.66,738.07
"2A-peptide","YFP first",599.51,741.9
"2A-peptide","YFP first",600.24,869.13
"2A-peptide","YFP first",600.32,641.04
"2A-peptide","YFP first",602.18,715.35
"2A-peptide","YFP first",602.72,484.36
"2A-peptide","YFP first",604.08,756.38
"2A-peptide","YFP first",604.4,694.87
"2A-peptide","YFP first",608.11,694.56
"2A-peptide","YFP first",609.62,712.43
"2A-peptide","YFP first",609.64,771.45
"2A-peptide","YFP first",609.84,664.17
"2A-peptide","YFP first",610.42,692.35
"2A-peptide","YFP first",615.15,702.1
"2A-peptide","YFP first",617.65,705
"2A-peptide","YFP first",617.78,732.68
"2A-peptide","YFP first",619.71,677.08
"2A-peptide","YFP first",623.63,697.41
"2A-peptide","YFP first",625.64,839.49
"2A-peptide","YFP first",626.06,829.27
"2A-peptide","YFP first",626.96,779.96
"2A-peptide","YFP first",627.14,740.1
"2A-peptide","YFP first",627.97,729.9
"2A-peptide","YFP first",631.02,661.17
"2A-peptide","YFP first",631.02,763.23
"2A-peptide","YFP first",632.78,805.92
"2A-peptide","YFP first",632.95,736.84
"2A-peptide","YFP first",634.18,774.14
"2A-peptide","YFP first",637.2,711.79
"2A-peptide","YFP first",638.62,755.19
"2A-peptide","YFP first",642.1,782.87
"2A-peptide","YFP first",643.78,691.89
"2A-peptide","YFP first",645.26,803.49
"2A-peptide","YFP first",646.44,755.72
"2A-peptide","YFP first",647.72,382.15
"2A-peptide","YFP first",649,721.68
"2A-peptide","YFP first",651.37,823.44
"2A-peptide","YFP first",652.54,781.97
"2A-peptide","YFP first",654.88,712.12
"2A-peptide","YFP first",655.66,748.23
"2A-peptide","YFP first",655.72,832.11
"2A-peptide","YFP first",656.47,720.55
"2A-peptide","YFP first",657.31,791.15
"2A-peptide","YFP first",661.26,706.11
"2A-peptide","YFP first",661.63,795.72
"2A-peptide","YFP first",662.53,770
"2A-peptide","YFP first",662.69,705.07
"2A-peptide","YFP first",663.51,826.68
"2A-peptide","YFP first",664.37,803.91
"2A-peptide","YFP first",665.52,772.31
"2A-peptide","YFP first",666.3,778.5
"2A-peptide","YFP first",667.2,734.39
"2A-peptide","YFP first",670.17,784.5
"2A-peptide","YFP first",670.97,762.37
"2A-peptide","YFP first",672.44,768.19
"2A-peptide","YFP first",673.23,880.04
"2A-peptide","YFP first",675.08,823.22
"2A-peptide","YFP first",676.57,842.91
"2A-peptide","YFP first",677.79,828.84
"2A-peptide","YFP first",678.22,806.17
"2A-peptide","YFP first",679.07,909.73
"2A-peptide","YFP first",679.63,617.58
"2A-peptide","YFP first",680.27,695.61
"2A-peptide","YFP first",681,728.7
"2A-peptide","YFP first",683.12,774.19
"2A-peptide","YFP first",683.23,947.15
"2A-peptide","YFP first",683.9,863.6
"2A-peptide","YFP first",684.63,791.27
"2A-peptide","YFP first",685.27,843.68
"2A-peptide","YFP first",688.68,858.2
"2A-peptide","YFP first",692.68,773.19
"2A-peptide","YFP first",693.18,770.32
"2A-peptide","YFP first",694.27,913.07
"2A-peptide","YFP first",695.8,713.94
"2A-peptide","YFP first",696.31,917.61
"2A-peptide","YFP first",697.99,831.5
"2A-peptide","YFP first",698.69,901.41
"2A-peptide","YFP first",701.99,861.66
"2A-peptide","YFP first",702.19,899.8
"2A-peptide","YFP first",702.69,898.99
"2A-peptide","YFP first",705.63,825.17
"2A-peptide","YFP first",706.76,940.03
"2A-peptide","YFP first",707.26,845.94
"2A-peptide","YFP first",712.21,941.2
"2A-peptide","YFP first",712.39,763.87
"2A-peptide","YFP first",712.58,963.04
"2A-peptide","YFP first",715.56,880.16
"2A-peptide","YFP first",716.81,922.82
"2A-peptide","YFP first",717.73,833.44
"2A-peptide","YFP first",717.92,783.11
"2A-peptide","YFP first",717.96,845.04
"2A-peptide","YFP first",719.26,325.89
"2A-peptide","YFP first",720.88,791.28
"2A-peptide","YFP first",723.95,540.14
"2A-peptide","YFP first",724.75,859.48
"2A-peptide","YFP first",724.78,838.87
"2A-peptide","YFP first",726.44,894.29
"2A-peptide","YFP first",727.36,904.75
"2A-peptide","YFP first",729.43,804.07
"2A-peptide","YFP first",730.13,844.45
"2A-peptide","YFP first",731.35,945.57
"2A-peptide","YFP first",731.82,863.7
"2A-peptide","YFP first",733.61,913.9
"2A-peptide","YFP first",735.18,922.42
"2A-peptide","YFP first",735.2,825.74
"2A-peptide","YFP first",738.5,849.05
"2A-peptide","YFP first",739.29,779.2
"2A-peptide","YFP first",739.4,791.19
"2A-peptide","YFP first",740.23,766.97
"2A-peptide","YFP first",741.71,821.33
"2A-peptide","YFP first",741.87,909.38
"2A-peptide","YFP first",744.28,951.46
"2A-peptide","YFP first",745.12,817.89
"2A-peptide","YFP first",749.44,854.29
"2A-peptide","YFP first",753.33,886.96
"2A-peptide","YFP first",754.15,914.83
"2A-peptide","YFP first",755.43,972.19
"2A-peptide","YFP first",757.66,897.58
"2A-peptide","YFP first",758.94,957.31
"2A-peptide","YFP first",760.28,979.21
"2A-peptide","YFP first",760.35,726.91
"2A-peptide","YFP first",764.13,927.63
"2A-peptide","YFP first",765.5,930.66
"2A-peptide","YFP first",768.44,940.5
"2A-peptide","YFP first",770.01,970.67
"2A-peptide","YFP first",772.65,867.17
"2A-peptide","YFP first",776.22,891.08
"2A-peptide","YFP first",776.37,946.32
"2A-peptide","YFP first",776.91,1007.9
"2A-peptide","YFP first",778.81,941.48
"2A-peptide","YFP first",781.32,932.39
"2A-peptide","YFP first",781.65,960.17
"2A-peptide","YFP first",783.64,1094.7
"2A-peptide","YFP first",784.83,913.83
"2A-peptide","YFP first",790.09,913.26
"2A-peptide","YFP first",790.48,899.56
"2A-peptide","YFP first",792.42,857.34
"2A-peptide","YFP first",792.69,946.74
"2A-peptide","YFP first",792.74,904.07
"2A-peptide","YFP first",793.83,918.19
"2A-peptide","YFP first",799,1169.1
"2A-peptide","YFP first",799.51,848.61
"2A-peptide","YFP first",804.95,953.27
"2A-peptide","YFP first",811.96,975.34
"2A-peptide","YFP first",813.18,949.9
"2A-peptide","YFP first",814.37,1124.1
"2A-peptide","YFP first",815.09,1107.5
"2A-peptide","YFP first",816.68,987.77
"2A-peptide","YFP first",817.52,983.43
"2A-peptide","YFP first",819.09,1002.7
"2A-peptide","YFP first",823.3,908.87
"2A-peptide","YFP first",824.37,949.22
"2A-peptide","YFP first",824.48,1060.9
"2A-peptide","YFP first",828.38,968.68
"2A-peptide","YFP first",828.74,963.48
"2A-peptide","YFP first",829.23,1008.3
"2A-peptide","YFP first",830.09,1006.2
"2A-peptide","YFP first",831.69,1008.9
"2A-peptide","YFP first",836.39,942.17
"2A-peptide","YFP first",838.69,1006.1
"2A-peptide","YFP first",839.33,1090.2
"2A-peptide","YFP first",841.5,990.44
"2A-peptide","YFP first",842,971.19
"2A-peptide","YFP first",842.5,1122
"2A-peptide","YFP first",848.94,995.01
"2A-peptide","YFP first",849.89,1013.5
"2A-peptide","YFP first",850.45,956.63
"2A-peptide","YFP first",850.91,1124.6
"2A-peptide","YFP first",855.26,1223.8
"2A-peptide","YFP first",855.96,844.25
"2A-peptide","YFP first",857.12,1150.9
"2A-peptide","YFP first",857.27,1038.7
"2A-peptide","YFP first",857.94,1026.9
"2A-peptide","YFP first",862.3,960.49
"2A-peptide","YFP first",864.25,1004.5
"2A-peptide","YFP first",867.93,1055.7
"2A-peptide","YFP first",870.23,959.97
"2A-peptide","YFP first",870.69,1110.4
"2A-peptide","YFP first",871.11,1131
"2A-peptide","YFP first",871.32,1035
"2A-peptide","YFP first",877.62,1003.6
"2A-peptide","YFP first",878.43,927.54
"2A-peptide","YFP first",882.43,1033.8
"2A-peptide","YFP first",883.78,1006
"2A-peptide","YFP first",884.32,979.27
"2A-peptide","YFP first",884.71,1023.6
"2A-peptide","YFP first",886.56,1019.7
"2A-peptide","YFP first",889.38,1076
"2A-peptide","YFP first",890.27,1082.3
"2A-peptide","YFP first",890.62,1044.6
"2A-peptide","YFP first",890.99,1097.6
"2A-peptide","YFP first",893.48,1101.5
"2A-peptide","YFP first",893.54,1187.1
"2A-peptide","YFP first",897.08,1096.6
"2A-peptide","YFP first",900.91,1135.7
"2A-peptide","YFP first",902.69,906.07
"2A-peptide","YFP first",909.38,1061.7
"2A-peptide","YFP first",910.47,1165.8
"2A-peptide","YFP first",910.48,1012.1
"2A-peptide","YFP first",912.92,1038.9
"2A-peptide","YFP first",914.77,1021.7
"2A-peptide","YFP first",916.21,1289.4
"2A-peptide","YFP first",918.86,1109.3
"2A-peptide","YFP first",920.68,1075.8
"2A-peptide","YFP first",921.07,1071.1
"2A-peptide","YFP first",923.15,1151.2
"2A-peptide","YFP first",925.57,1112
"2A-peptide","YFP first",928.68,382.81
"2A-peptide","YFP first",933.58,1193.7
"2A-peptide","YFP first",937.5,1073.9
"2A-peptide","YFP first",937.93,1260.5
"2A-peptide","YFP first",941.16,1062.4
"2A-peptide","YFP first",945.06,1121.7
"2A-peptide","YFP first",945.06,1150
"2A-peptide","YFP first",948.51,1161.9
"2A-peptide","YFP first",950.99,1072.4
"2A-peptide","YFP first",951.13,1152.3
"2A-peptide","YFP first",952.97,1020.8
