Replicate,Experiment,Construct,Cell,Time_adjusted,Frame,Membrane,Cytosol,Ratio
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,152.81,65,475.12,733.53,0.647717203
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,155.4,66,458.26,709.85,0.645573008
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,157.99,67,452.95,725.06,0.624706921
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,160.58,68,440.12,736.55,0.597542597
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,163.17,69,435.38,736.15,0.591428377
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,165.76,70,422.9,745.55,0.567232245
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,168.35,71,431.98,720.82,0.599289698
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,170.94,72,460.11,725.71,0.634013587
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,173.53,73,450.13,734.7,0.612671839
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,176.12,74,429.17,740.92,0.579239324
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,178.71,75,416.95,729.14,0.571838056
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,181.3,76,442.31,735.22,0.601602242
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,183.89,77,446.67,727.56,0.613928748
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,186.48,78,427.91,735.36,0.581905461
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,189.07,79,431.97,717.9,0.601713331
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,191.66,80,407.86,713.55,0.571592741
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,194.25,81,440.75,739.46,0.596043058
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,196.84,82,426.99,722.69,0.590834244
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,199.43,83,428.53,718.97,0.596033214
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,202.02,84,446.65,724.78,0.616255967
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,204.61,85,444.48,729.54,0.60926063
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,207.2,86,435.73,708,0.615437853
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,209.79,87,416.01,721.21,0.576822285
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,212.38,88,428.53,715.66,0.598789928
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,214.97,89,437.62,708.67,0.617522966
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,217.56,90,446.68,688.18,0.64907437
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,220.15,91,454.51,685.67,0.662869894
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,222.74,92,465.43,718.18,0.648068729
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,225.33,93,437.94,700.35,0.625315913
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,227.92,94,432.91,696.65,0.62141678
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,230.51,95,426.35,695.59,0.612932906
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,233.1,96,432.29,698.07,0.619264544
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,235.69,97,424.13,681.29,0.622539594
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,238.28,98,423.53,688.71,0.614961304
1,211215_OptoG003_01_5716_5717_P1_Cell_02,magnets,Cell_02,240.87,99,406.63,705.35,0.576493939
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,-12.95,1,51.75,107.75,0.480278422
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,-10.36,2,38.37,96.38,0.398111641
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,-7.77,3,47.32,89.55,0.528419877
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,-5.18,4,48.22,83.66,0.576380588
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,-2.59,5,48.22,90.56,0.532464664
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,0,6,44.65,102.93,0.433789954
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,2.59,7,44.62,86.75,0.514351585
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,5.18,8,56.24,107.03,0.525460151
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,7.77,9,83.1,85.06,0.976957442
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,10.36,10,66.1,94.33,0.700731475
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,12.95,11,84.91,88.45,0.959977388
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,15.54,12,77.73,97.75,0.795191816
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,18.13,13,85.76,88.83,0.965439604
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,20.72,14,92.07,77.14,1.193544205
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,23.31,15,83.13,91.24,0.911113547
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,25.9,16,91.18,94.32,0.966709075
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,28.49,17,92.92,84.03,1.105795549
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,31.08,18,118.08,95.69,1.233984742
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,33.67,19,124.3,102.58,1.211737181
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,36.26,20,100.1,96.74,1.034732272
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,38.85,21,115.33,97.08,1.187989287
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,41.44,22,122.47,90.88,1.347601232
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,44.03,23,113.55,102.25,1.110513447
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,46.62,24,110.01,107.04,1.027746637
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,49.21,25,113.52,93.62,1.212561419
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,51.8,26,114.4,102.22,1.119154764
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,54.39,27,134.2,96.41,1.391971787
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,56.98,28,120.7,102.57,1.176757336
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,59.57,29,109.04,113.57,0.960112706
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,62.16,30,128.79,101.89,1.264010207
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,64.75,31,107.31,102.22,1.049794561
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,67.34,32,110.03,113.58,0.968744497
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,69.93,33,118.91,112.88,1.053419561
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,72.52,34,135.04,118.05,1.143922067
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,75.11,35,116.24,111.18,1.045511783
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,77.7,36,142.24,111.17,1.279481875
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,80.29,37,123.43,109.45,1.127729557
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,82.88,38,117.13,127.33,0.919893191
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,85.47,39,128.74,112.89,1.140402161
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,88.06,40,144.93,113.24,1.27984811
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,90.65,41,128.75,117.35,1.097145292
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,93.24,42,156.56,115.99,1.349771532
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,95.83,43,113.55,128.36,0.884621377
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,98.42,44,143.14,123.88,1.155473038
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,101.01,45,116.24,110.8,1.049097473
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,103.6,46,116.23,124.57,0.933049691
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,106.19,47,118.95,111.52,1.066624821
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,108.78,48,148.52,116.31,1.276932336
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,111.37,49,140.43,114.98,1.221342842
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,113.96,50,124.29,120.81,1.028805562
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,116.55,51,142.22,127.32,1.117027961
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,119.14,52,131.45,139.01,0.945615423
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,121.73,53,115.4,134.56,0.857609988
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,124.32,54,118.99,139.72,0.851631835
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,126.91,55,104.61,137.65,0.759970941
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,129.5,56,124.32,135.92,0.91465568
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,132.09,57,90.24,146.62,0.615468558
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,134.68,58,109.98,144.84,0.75932063
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,137.27,59,92.93,146.58,0.633988266
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,139.86,60,99.2,155.16,0.639340036
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,142.45,61,93.87,148.64,0.631525834
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,145.04,62,81.3,154.14,0.527442585
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,147.63,63,75.97,157.57,0.482134924
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,150.22,64,105.47,152.79,0.690293867
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,152.81,65,77.75,157.61,0.493306262
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,155.4,66,75.91,151.38,0.501453296
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,157.99,67,79.52,145.2,0.547658402
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,160.58,68,66.98,163.09,0.410693482
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,163.17,69,81.33,141.79,0.573594753
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,165.76,70,77.73,158.66,0.489915543
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,168.35,71,82.18,157.59,0.521479789
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,170.94,72,84.02,142.81,0.58833415
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,173.53,73,71.44,156.89,0.455350883
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,176.12,74,76.87,155.19,0.495328307
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,178.71,75,80.45,165.87,0.485018388
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,181.3,76,57.13,151.05,0.378219133
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,183.89,77,70.55,154.84,0.45563162
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,186.48,78,61.65,141.42,0.435935511
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,189.07,79,75.02,147.98,0.5069604
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,191.66,80,67.91,156.55,0.433791121
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,194.25,81,70.54,155.55,0.453487625
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,196.84,82,82.24,152.1,0.54069691
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,199.43,83,66.08,147.94,0.446667568
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,202.02,84,60.69,160.34,0.37850817
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,204.61,85,72.34,152.12,0.475545622
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,207.2,86,72.37,147.27,0.491410335
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,209.79,87,64.32,157.95,0.407217474
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,212.38,88,70.55,162.76,0.43346031
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,214.97,89,60.78,168.27,0.361205206
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,217.56,90,67,154.5,0.433656958
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,220.15,91,62.51,141.75,0.440987654
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,222.74,92,63.44,145.21,0.436884512
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,225.33,93,76.83,163.79,0.469076256
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,227.92,94,75.93,156.58,0.484927832
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,230.51,95,71.46,151.08,0.47299444
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,233.1,96,68.78,151.05,0.455345912
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,235.69,97,77.73,158.98,0.488929425
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,238.28,98,66.98,148.65,0.450588631
1,211215_OptoG003_01_5716_5717_P1_Cell_03,magnets,Cell_03,240.87,99,59.88,145.91,0.410389966
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,-12.95,1,144.69,268.08,0.539726947
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,-10.36,2,143.51,269.88,0.531754854
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,-7.77,3,155.05,257.35,0.602486886
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,-5.18,4,151.34,264.1,0.573040515
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,-2.59,5,152.41,262.71,0.580145407
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,0,6,164.49,268.03,0.613699959
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,2.59,7,204.79,242.9,0.843104158
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,5.18,8,223.93,230.13,0.973058706
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,7.77,9,245,223.32,1.097080423
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,10.36,10,259.62,236.14,1.09943254
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,12.95,11,270.67,231.84,1.167486197
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,15.54,12,271.04,235.71,1.149887574
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,18.13,13,264.82,238.21,1.111708157
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,20.72,14,277.01,244.46,1.133150618
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,23.31,15,281.79,247.15,1.140157799
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,25.9,16,280.53,249.65,1.12369317
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,28.49,17,288.73,259.32,1.113412001
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,31.08,18,291.65,259.6,1.123459168
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,33.67,19,290.29,264.43,1.097795258
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,36.26,20,288.52,256.26,1.12588777
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,38.85,21,292.43,268.97,1.087221623
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,41.44,22,293.99,270.62,1.086357254
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,44.03,23,285.42,273.14,1.044958629
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,46.62,24,291.15,266.07,1.094260909
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,49.21,25,287.56,273.58,1.051100227
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,51.8,26,284.72,272.44,1.045074145
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,54.39,27,309.32,282.29,1.095752595
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,56.98,28,304.15,278.98,1.090221521
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,59.57,29,292.54,279.31,1.047366725
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,62.16,30,305.31,292.15,1.045045353
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,64.75,31,295.35,285.78,1.033487298
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,67.34,32,295.26,293.67,1.00541424
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,69.93,33,306.59,290.65,1.054842594
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,72.52,34,303.07,292.71,1.035393393
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,75.11,35,308.34,290.47,1.061520983
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,77.7,36,315.85,293.05,1.077802423
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,80.29,37,292.92,291.71,1.004147955
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,82.88,38,305.81,304.68,1.003708809
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,85.47,39,321.71,299.48,1.074228663
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,88.06,40,319.36,302.76,1.054828907
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,90.65,41,323.47,291.47,1.109788314
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,93.24,42,315.09,311.66,1.011005583
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,95.83,43,334.31,306.17,1.091909723
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,98.42,44,327.58,309.04,1.059992234
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,101.01,45,327.48,305.74,1.071106169
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,103.6,46,320.92,317.41,1.011058253
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,106.19,47,344.85,317.13,1.087408949
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,108.78,48,344.44,318.79,1.080460491
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,111.37,49,351.28,317.55,1.106219493
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,113.96,50,358.89,326.41,1.099506755
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,116.55,51,347.28,322.68,1.076236519
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,119.14,52,358.79,336.7,1.065607366
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,121.73,53,361.54,345.08,1.047699084
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,124.32,54,358.12,355.65,1.00694503
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,126.91,55,342.71,358.34,0.956382207
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,129.5,56,340.26,376.79,0.903049444
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,132.09,57,338.52,380.34,0.890045749
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,134.68,58,333.04,388.82,0.856540301
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,137.27,59,328.33,392.6,0.836296485
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,139.86,60,318.88,398.67,0.799859533
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,142.45,61,309.42,408.11,0.758177942
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,145.04,62,304.55,396.32,0.768444691
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,147.63,63,307.27,409.24,0.750830808
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,150.22,64,293.41,396.09,0.740765988
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,152.81,65,307.46,413.22,0.744058855
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,155.4,66,308.24,424.56,0.726022235
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,157.99,67,289.9,417.58,0.69423823
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,160.58,68,277.61,412.03,0.673761619
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,163.17,69,282.29,420.21,0.671783156
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,165.76,70,275.76,416.9,0.661453586
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,168.35,71,278.95,422.6,0.660080454
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,170.94,72,262.48,422.31,0.621533944
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,173.53,73,272.51,434.51,0.627166233
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,176.12,74,263.84,428.67,0.615485105
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,178.71,75,258.79,434.31,0.595864705
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,181.3,76,271.46,433.94,0.625570355
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,183.89,77,268.23,422.46,0.634924016
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,186.48,78,261.03,427.28,0.610910878
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,189.07,79,265.02,434.85,0.609451535
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,191.66,80,266.39,422.56,0.630419349
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,194.25,81,266.76,432.27,0.617114304
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,196.84,82,254.08,427.77,0.593964046
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,199.43,83,244.43,427.34,0.571980156
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,202.02,84,245.11,426.09,0.575254054
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,204.61,85,246.46,436.14,0.565093777
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,207.2,86,254.26,434.08,0.585744563
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,209.79,87,246.29,427.73,0.575807168
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,212.38,88,235.06,434.69,0.54075318
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,214.97,89,238.17,425.23,0.560096889
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,217.56,90,226.17,430.5,0.525365854
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,220.15,91,221.78,430.64,0.515000929
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,222.74,92,229.4,430.07,0.533401539
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,225.33,93,227.64,429.73,0.529727969
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,227.92,94,234.38,411.69,0.569311861
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,230.51,95,233.1,434,0.537096774
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,233.1,96,214.07,417.24,0.513062027
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,235.69,97,221.23,421.83,0.524452979
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,238.28,98,212.41,425.13,0.499635406
1,211215_OptoG003_01_5716_5717_P2_Cell_01,magnets,Cell_04,240.87,99,229.78,433.12,0.530522719
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,-12.95,1,79.49,104.51,0.760597072
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,-10.36,2,72.89,105.32,0.692081276
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,-7.77,3,79.99,103.86,0.770171385
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,-5.18,4,61.25,103.18,0.593622795
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,-2.59,5,70.37,108.86,0.646426603
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,0,6,73.91,113.37,0.651936138
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,2.59,7,83.01,111.39,0.745219499
