Replicate,Experiment,Construct,Cell,Time_adjusted,Frame,Membrane,Cytosol,Ratio
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,5.18,8,111.96,98.01,1.142332415
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,7.77,9,97.24,100.53,0.967273451
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,10.36,10,95.7,104.39,0.916754478
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,12.95,11,98.76,100.27,0.98494066
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,15.54,12,92.13,98.29,0.937328314
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,18.13,13,113.96,106.63,1.06874238
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,20.72,14,117.56,107.02,1.098486264
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,23.31,15,105.86,105.84,1.000188964
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,25.9,16,107.92,106.76,1.010865493
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,28.49,17,103.83,116.15,0.893930263
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,31.08,18,93.67,110.18,0.850154293
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,33.67,19,93.16,113.89,0.817982264
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,36.26,20,114.52,112.05,1.02204373
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,38.85,21,103.86,110.31,0.94152842
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,41.44,22,95.73,118.37,0.808735321
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,44.03,23,101.79,122.49,0.831006613
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,46.62,24,99.25,121.04,0.819976867
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,49.21,25,124.66,119.98,1.039006501
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,51.8,26,102.82,119.31,0.861788618
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,54.39,27,129.73,129.23,1.003869071
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,56.98,28,116.53,131.49,0.88622709
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,59.57,29,106.86,117.2,0.911774744
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,62.16,30,107.42,129.62,0.828730134
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,64.75,31,108.39,134.68,0.804796555
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,67.34,32,106.88,129.64,0.824436902
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,69.93,33,109.42,129.11,0.847494385
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,72.52,34,109.43,133.73,0.818290586
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,75.11,35,110.45,142.06,0.777488385
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,77.7,36,111.98,135.98,0.823503456
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,80.29,37,124.16,141,0.880567376
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,82.88,38,123.66,136.89,0.903353057
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,85.47,39,100.3,139.94,0.716735744
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,88.06,40,104.87,137.84,0.760809634
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,90.65,41,114,134.4,0.848214286
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,93.24,42,98.28,140.48,0.699601367
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,95.83,43,122.6,125.53,0.976658966
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,98.42,44,115.52,134,0.862089552
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,101.01,45,115.01,138.64,0.829558569
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,103.6,46,112.48,143.26,0.785145889
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,106.19,47,126.2,141.27,0.893324839
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,108.78,48,129.25,147.89,0.873960376
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,111.37,49,121.63,135.46,0.89790344
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,113.96,50,104.88,148.03,0.708505033
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,116.55,51,113,148.13,0.762843448
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,119.14,52,122.66,146.29,0.838471529
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,121.73,53,96.26,151.33,0.636093306
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,124.32,54,110.45,161.27,0.684876294
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,126.91,55,98.81,169.32,0.583569572
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,129.5,56,83.07,165.5,0.501933535
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,132.09,57,93.71,176.59,0.530664251
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,134.68,58,89.65,168.4,0.53236342
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,137.27,59,88.14,177.94,0.495335506
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,139.86,60,78.52,172.09,0.45627288
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,142.45,61,82.57,178.59,0.462343916
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,145.04,62,90.7,171.85,0.52778586
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,147.63,63,70.86,181.09,0.391297145
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,150.22,64,85.08,190.37,0.446919157
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,152.81,65,82.59,183.09,0.451089628
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,155.4,66,75.48,191.29,0.394584139
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,157.99,67,70.92,180.97,0.391888158
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,160.58,68,71.92,187.47,0.383634715
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,163.17,69,65.33,182.16,0.358640755
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,165.76,70,74.98,189.56,0.395547584
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,168.35,71,69.39,183.74,0.377653206
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,170.94,72,57.19,179.78,0.318111025
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,173.53,73,80.55,179.77,0.448072537
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,176.12,74,55.16,186.01,0.296543197
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,178.71,75,75.46,192.62,0.391755789
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,181.3,76,67.34,180.44,0.373198847
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,183.89,77,64.3,177,0.363276836
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,186.48,78,63.3,180.72,0.350265604
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,189.07,79,60.79,188.49,0.322510478
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,191.66,80,59.25,183.75,0.32244898
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,194.25,81,60.24,175.67,0.342915694
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,196.84,82,63.82,184.4,0.346095445
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,199.43,83,62.8,187.32,0.335255178
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,202.02,84,63.32,176.2,0.359364359
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,204.61,85,63.8,180.83,0.352817563
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,207.2,86,55.71,187.86,0.296550623
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,209.79,87,60.26,177.79,0.338939198
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,212.38,88,52.12,181.23,0.287590355
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,214.97,89,48.6,184.92,0.262816353
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,217.56,90,60.25,184.81,0.326010497
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,220.15,91,48.62,187.44,0.259389671
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,222.74,92,55.18,189.7,0.290880337
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,225.33,93,56.24,178.97,0.31424261
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,227.92,94,48.14,182.57,0.263679685
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,230.51,95,51.67,180.97,0.285516937
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,233.1,96,55.7,175.55,0.317288522
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,235.69,97,42.51,184.27,0.23069409
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,238.28,98,39.49,171.96,0.229646429
1,211215_OptoG003_01_5716_5717_P3_Cell_01,magnets,Cell_05,240.87,99,48.61,178.32,0.272599821
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,-12.95,1,52.11,90.55,0.575483158
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,-10.36,2,53.32,84.18,0.633404609
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,-7.77,3,53.94,84.08,0.641531874
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,-5.18,4,54.53,93.49,0.583270938
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,-2.59,5,51.73,87.31,0.592486542
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,0,6,55.14,90.97,0.60613389
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,2.59,7,63.57,90.86,0.69964781
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,5.18,8,74.21,96.2,0.771413721
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,7.77,9,80.03,95.16,0.841004624
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,10.36,10,72.61,103.34,0.702632088
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,12.95,11,95.13,92.87,1.024335092
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,15.54,12,84.05,102.5,0.82
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,18.13,13,85.06,106.25,0.800564706
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,20.72,14,87.67,104.47,0.839188284
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,23.31,15,100.34,111.69,0.898379443
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,25.9,16,95.51,119.45,0.799581415
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,28.49,17,97.75,110.04,0.888313341
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,31.08,18,107.58,114.3,0.941207349
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,33.67,19,99.75,116.08,0.859321158
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,36.26,20,106.96,122.27,0.874785311
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,38.85,21,105.36,120.59,0.873704287
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,41.44,22,107.97,123.02,0.877662169
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,44.03,23,110.4,122.9,0.898291294
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,46.62,24,103.37,127.62,0.809982761
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,49.21,25,108.39,136.62,0.793368467
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,51.8,26,108.76,124.47,0.873784848
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,54.39,27,112.8,125.2,0.900958466
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,56.98,28,116.85,125.62,0.930186276
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,59.57,29,112.42,129.6,0.867438272
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,62.16,30,114.83,129.71,0.885282553
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,64.75,31,113.62,128.35,0.885235684
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,67.34,32,113.01,134.73,0.838788688
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,69.93,33,129.11,136,0.949338235
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,72.52,34,124.46,134.73,0.923773473
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,75.11,35,117.65,137.99,0.852598014
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,77.7,36,126.91,129.61,0.979168274
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,80.29,37,135.14,133.26,1.014107759
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,82.88,38,125.67,133.89,0.938606319
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,85.47,39,127.08,137.57,0.92374791
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,88.06,40,125.91,141.13,0.892156168
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,90.65,41,127.48,135.59,0.940187329
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,93.24,42,129.5,145.64,0.889178797
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,95.83,43,121.86,140.7,0.866098081
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,98.42,44,133.3,139.65,0.95452918
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,101.01,45,131.52,142.18,0.925024617
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,103.6,46,132.7,149.7,0.886439546
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,106.19,47,126.09,141.03,0.894065093
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,108.78,48,132.52,151.89,0.872473501
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,111.37,49,143.57,151.58,0.947156617
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,113.96,50,126.69,148.45,0.853418659
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,116.55,51,141.56,146.89,0.963714344
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,119.14,52,145.99,146.04,0.999657628
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,121.73,53,137.75,160.18,0.859970034
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,124.32,54,125.88,147.49,0.853481592
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,126.91,55,119.85,159.55,0.75117518
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,129.5,56,118.03,165.42,0.713517108
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,132.09,57,119.25,156.52,0.761883465
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,134.68,58,122.47,161.56,0.758046546
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,137.27,59,118.25,162.07,0.729623002
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,139.86,60,121.66,158.51,0.767522554
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,142.45,61,105.57,163.12,0.647192251
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,145.04,62,112.62,160.91,0.699894351
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,147.63,63,110.01,157.68,0.697678843
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,150.22,64,106.99,168.36,0.635483488
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,152.81,65,110.22,158.5,0.695394322
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,155.4,66,109.22,161.13,0.677837771
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,157.99,67,108.41,149.37,0.725781616
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,160.58,68,104.77,157.14,0.666730304
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,163.17,69,101.77,157.89,0.64456267
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,165.76,70,105.17,167,0.629760479
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,168.35,71,95.94,161.02,0.595826605
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,170.94,72,91.11,165.54,0.550380573
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,173.53,73,99.76,160.51,0.621518908
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,176.12,74,91.51,163.85,0.558498627
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,178.71,75,94.53,159.14,0.594005278
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,181.3,76,93.74,165.94,0.564902977
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,183.89,77,97.76,159.87,0.611496841
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,186.48,78,95.53,162.07,0.589436663
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,189.07,79,93.93,159.04,0.590606137
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,191.66,80,89.29,160.19,0.557400587
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,194.25,81,80.05,158.3,0.505685407
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,196.84,82,89.91,165.22,0.544183513
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,199.43,83,88.92,154.53,0.575422248
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,202.02,84,80.46,158.94,0.506228766
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,204.61,85,85.29,155.06,0.550045144
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,207.2,86,88.1,150.86,0.583985152
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,209.79,87,86.7,159.77,0.542655067
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,212.38,88,87.31,154.24,0.566065871
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,214.97,89,81.87,152.97,0.535202981
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,217.56,90,77.66,151.58,0.51233672
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,220.15,91,87.93,154.53,0.569015725
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,222.74,92,80.87,156.52,0.516675185
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,225.33,93,75.64,155.46,0.486556027
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,227.92,94,77.84,152.22,0.511365129
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,230.51,95,79.27,156.64,0.506064862
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,233.1,96,84.71,153.91,0.55038659
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,235.69,97,82.48,155.68,0.529804728
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,238.28,98,72.22,168.04,0.429778624
1,211215_OptoG003_01_5716_5717_P3_Cell_02,magnets,Cell_06,240.87,99,71.62,148.25,0.483102867
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,N.A.,1,640.77,721,0.888723994
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,N.A.,2,640.81,700.55,0.914724145
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,N.A.,3,636.85,693.11,0.918829623
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,N.A.,4,637.43,705.67,0.903297575
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,N.A.,5,637.98,703.8,0.906479113
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,-12.95,6,641.96,684.28,0.938153972
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,-10.36,7,632.33,677.31,0.933590232
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,-7.77,8,643.62,655.47,0.981921369
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,-5.18,9,650.42,662.45,0.981840139
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,-2.59,10,646.45,706.82,0.914589287
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,0,11,621.59,668.46,0.929883613
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,2.59,12,571.92,712.88,0.802266861
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,5.18,13,622.16,683.6,0.910122879
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,7.77,14,532.41,592.96,0.897885186
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,10.36,15,522.26,542.76,0.962230083
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,12.95,16,486.74,500.03,0.973421595
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,15.54,17,472.06,511.36,0.92314612
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,18.13,18,476.61,469.1,1.01600938
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,20.72,19,534.67,470.71,1.135879841
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,23.31,20,491.21,455.15,1.079226629
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,25.9,21,492.95,441.44,1.116686299
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,28.49,22,512.71,469.1,1.092965253
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,31.08,23,485.61,447.27,1.085720035
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,33.67,24,483.88,417.97,1.157690743
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,36.26,25,484.47,430.05,1.126543425
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,38.85,26,435.4,411.21,1.05882639
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,41.44,27,456.79,418.66,1.091076291
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,44.03,28,428.6,393.11,1.090280074
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,46.62,29,461.33,392.63,1.174973894
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,49.21,30,428.6,399.38,1.073163403
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,51.8,31,447.19,399.13,1.120411896
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,54.39,32,465.29,378.7,1.228650647
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,56.98,33,415,393.33,1.055093687
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,59.57,34,414.45,386.34,1.072759745
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,62.16,35,431.43,365.9,1.179092648
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,64.75,36,434.78,393.82,1.104006907
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,67.34,37,428.59,371.71,1.153022518
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,69.93,38,448.92,384.5,1.167542263
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,72.52,39,433.67,369.87,1.172493038
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,75.11,40,433.07,362.92,1.193293288
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,77.7,41,440.97,379.85,1.160905621
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,80.29,42,416.2,369.6,1.126082251
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,82.88,43,402.09,370.32,1.085790668
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,85.47,44,448.34,397.49,1.127927747
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,88.06,45,419.02,364.98,1.148062908
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,90.65,46,407.67,366.16,1.113365742
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,93.24,47,441.59,377.31,1.170363892
1,211215_OptoG003_01_5146_rapamycin_Cell_01,rapamycin,Cell_01,95.83,48,405.98,375.66,1.080711281
