BCY_YFP,BCY_CFP,BYC_YFP,BYC_CFP,TCY_YFP,TCY_CFP,TYC_YFP,TYC_CFP,IYC_YFP,IYC_CFP,ICY_YFP,ICY_CFP
936.82,1220.1,,,3066.1,3961.4,1391.4,1738.6,,,,
938.43,524.94,,,3095.2,4803.9,1393.5,1676,,,,
940.96,920.35,,,3162.7,3798,1398.3,1668.7,,,,
949.69,1143.8,,,3170,4682,1400.3,1704.4,,,,
953.09,940.6,,,3174.8,3843.3,1402.4,1906.1,,,,
961.49,1817.7,,,3188,3804.5,1403.8,1548.9,,,,
967.05,1245.1,,,3336.2,3881.3,1404.3,1421.3,,,,
972.93,915.36,,,3403.7,4481.3,1405.3,1380.9,,,,
981.1,1812.5,,,3616.1,4310.1,1405.4,1637.4,,,,
983.52,1577.2,,,3688.9,5167.1,1405.4,1919.7,,,,
1016.7,2107.7,,,,,1406.3,1571.9,,,,
1022.3,1423.2,,,,,1407.6,1848.4,,,,
1030.7,729.71,,,,,1408.1,1682.5,,,,
1034.7,1302.6,,,,,1411.5,1676,,,,
1043.5,1282.4,,,,,1411.9,1452.5,,,,
1060.1,1228.1,,,,,1412.6,1698.8,,,,
1060.3,2420.9,,,,,1414.2,1696.3,,,,
1073.4,948.58,,,,,1416.9,1886.6,,,,
1083.6,873.39,,,,,1417,1676.3,,,,
1083.9,1153,,,,,1418.3,1733.5,,,,
1085.1,2443.8,,,,,1418.6,1583.6,,,,
1092.6,1318.6,,,,,1420.6,1660.8,,,,
1098.3,1137.2,,,,,1424.6,1763,,,,
1098.6,970.26,,,,,1428.4,1566.9,,,,
1107.5,1107.2,,,,,1430.6,1611.6,,,,
1120.2,2353.5,,,,,1436.6,1702.3,,,,
1141.4,1339.6,,,,,1448.8,1661,,,,
1155.9,1604,,,,,1451,1724.7,,,,
1158.4,1423.8,,,,,1451.6,1607.1,,,,
1159.8,2143.5,,,,,1452.2,1680.9,,,,
1163.5,1634.4,,,,,1452.6,1752.1,,,,
1179.8,2132.5,,,,,1454,1619.5,,,,
1184.9,327.39,,,,,1455.7,1877.2,,,,
1198.2,309.93,,,,,1456.3,1686.8,,,,
1200.3,5638.1,,,,,1457.6,1616,,,,
1206.9,1514.2,,,,,1463.3,1353.7,,,,
1216,1173.5,,,,,1465,1654.9,,,,
1229.2,2264.2,,,,,1471.9,1957.2,,,,
1241.7,1656,,,,,1473.4,1657.3,,,,
1243.4,1480.4,,,,,1475.2,1783,,,,
1246.8,859.66,,,,,1475.2,1814.4,,,,
1281.2,1588.9,,,,,1478.1,1870,,,,
1284.5,1257.5,,,,,1478.4,1801.5,,,,
1309.2,1268.4,,,,,1479,1518.6,,,,
1312.5,2875.3,,,,,1480,1635.7,,,,
1351.5,1837.3,,,,,1480.1,1689.2,,,,
1351.6,1709.9,,,,,1492.1,1916.3,,,,
1359.7,1547.5,,,,,1498,1702,,,,
1380.6,2455.8,,,,,1509.3,1808.2,,,,
1382.3,704.97,,,,,1511.3,1751.4,,,,
1384.8,2367.4,,,,,1517.6,1852.9,,,,
1387.6,2507.7,,,,,1526.6,1751.6,,,,
1390.9,1541.7,,,,,1527.3,1879.8,,,,
1393.3,1345.8,,,,,1528.3,1870,,,,
1404.5,822.27,,,,,1528.8,1917.1,,,,
1432.7,3642.4,,,,,1532.9,1457.5,,,,
1437,3864.1,,,,,1533.2,1929.2,,,,
1472.3,1206.2,,,,,1533.2,1805.4,,,,
1487.4,2572.2,,,,,1537.8,1715.3,,,,
1489.9,1586.5,,,,,1541.2,2032.7,,,,
1523.2,1303.7,,,,,1543.8,1894.1,,,,
1549.6,4069.6,,,,,1544.6,1720.4,,,,
1554.6,1106.7,,,,,1548.9,1781,,,,
1588.7,1983.3,,,,,1553.9,1913.4,,,,
1595.8,2163.2,,,,,1556.4,2009.9,,,,
1625.9,1890.3,,,,,1558.5,1823.4,,,,
1640.6,1572.6,,,,,1559,1684.1,,,,
1711.9,631.34,,,,,1560.7,1592.3,,,,
1724.8,2133.2,,,,,1564.3,1649.6,,,,
1747.4,2186.3,,,,,1566.7,1943.1,,,,
1766.6,4577.2,,,,,1566.8,1896.8,,,,
1777.1,2291.9,,,,,1567.1,1977.5,,,,
1795.4,2106.2,,,,,1571.8,2074.2,,,,
1805.7,2679.1,,,,,1573.4,1966.7,,,,
1814.6,1295.9,,,,,1576.6,1899.2,,,,
1825.7,631.98,,,,,1580.2,1790.6,,,,
1849,2991.6,,,,,1582.4,1801.6,,,,
1867.8,2423.7,,,,,1583.8,2067.6,,,,
1905,309.53,,,,,1587.1,1739,,,,
1908,1836.3,,,,,1591.5,1893.9,,,,
1912.3,3563.2,,,,,1600.4,1737.9,,,,
1915.6,2312.1,,,,,1603.9,1800,,,,
1920.1,3842.6,,,,,1604.4,1818.4,,,,
1944.9,1769.8,,,,,1606.4,1940.8,,,,
1954.8,2977.1,,,,,1612.4,1902,,,,
2008,827.34,,,,,1613.4,1900.9,,,,
2010.4,2576.1,,,,,1616.8,1514.1,,,,
2023,3085.6,,,,,1619.2,1839.8,,,,
2033.5,1956.3,,,,,1620.8,1863.8,,,,
2042.7,4652.2,,,,,1622,2097.8,,,,
2070.5,2002.5,,,,,1622.7,1854.5,,,,
2089.4,3296.3,,,,,1629.6,2035,,,,
2121,5200.7,,,,,1635,1917.9,,,,
2130.6,3237.7,,,,,1649.6,1898.6,,,,
2144.2,2574.3,,,,,1650.3,1589.2,,,,
2157.3,2155.6,,,,,1650.4,1697.4,,,,
2253.8,3066,,,,,1653.4,1587.7,,,,
2255.3,2697.2,,,,,1653.8,2112.4,,,,
2278.5,630.73,,,,,1654.2,2150.2,,,,
2294.4,2292,,,,,1654.8,1941.5,,,,
2335,3414.8,,,,,1661.2,2104.5,,,,
2337.4,3191,,,,,1662.1,2200.3,,,,
2338.5,1064.3,,,,,1665,1956,,,,
2357.3,1558,,,,,1670.4,2293.8,,,,
2609,3728.9,,,,,1679,1947.6,,,,
2689.8,566.72,,,,,1689.7,2051.4,,,,
2788.6,1519.3,,,,,1690.2,1951.1,,,,
2805.9,1328.5,,,,,1690.9,2128.3,,,,
2865.7,1618.1,,,,,1691.9,1946.5,,,,
2947.7,688.96,,,,,1692.5,2041.9,,,,
2951.1,1062.2,,,,,1693.7,2079.5,,,,
3202.6,5771.4,,,,,1693.8,1633.7,,,,
3236.5,1105.8,,,,,1698.2,2064.8,,,,
3439.7,1246.9,,,,,1702.5,2039.3,,,,
4175,1135.9,,,,,1705.4,2000.7,,,,
,,,,,,1706.9,1854.2,,,,
,,,,,,1708.5,2156,,,,
,,,,,,1709.9,2071.1,,,,
,,,,,,1713.7,2176,,,,
,,,,,,1717.5,1878.9,,,,
,,,,,,1718.8,2291.6,,,,
,,,,,,1723.9,2128.5,,,,
,,,,,,1726.2,1924.7,,,,
,,,,,,1731,1965,,,,
,,,,,,1731.4,1864.2,,,,
,,,,,,1732.8,1955.8,,,,
,,,,,,1745.7,2059.8,,,,
,,,,,,1747.2,2122.2,,,,
,,,,,,1766.8,2196.2,,,,
,,,,,,1778.4,2329.4,,,,
,,,,,,1783.5,1497.6,,,,
,,,,,,1811.3,2261.2,,,,
,,,,,,1817.9,2197.5,,,,
,,,,,,1819.8,2304.2,,,,
,,,,,,1827.1,2280,,,,
,,,,,,1832.8,2366.7,,,,
,,,,,,1852.7,2196.1,,,,
,,,,,,1868.6,2229.4,,,,
,,,,,,1872,2191.2,,,,
,,,,,,1872.2,2277.5,,,,
,,,,,,1874.5,2046.9,,,,
,,,,,,1896.6,2263.3,,,,
,,,,,,1896.9,2278.6,,,,
,,,,,,1899.1,2373.9,,,,
,,,,,,1902.5,2121.8,,,,
,,,,,,1904.3,2358.5,,,,
,,,,,,1905.1,2247.9,,,,
,,,,,,1917.8,1660.2,,,,
,,,,,,1920.1,2269,,,,
,,,,,,1926,2039.3,,,,
,,,,,,1932.9,2228.9,,,,
,,,,,,1944.1,2591.9,,,,
,,,,,,1951.5,2214.6,,,,
,,,,,,1972,2361,,,,
,,,,,,1977.9,2206.8,,,,
,,,,,,1979.5,2331.3,,,,
,,,,,,1991.3,2573.6,,,,
,,,,,,1996,2188.5,,,,
,,,,,,2026.6,2444.4,,,,
,,,,,,2029.6,1762.1,,,,
,,,,,,2032.3,2334.4,,,,
,,,,,,2051.5,2496.7,,,,
,,,,,,2077.8,2709.4,,,,
,,,,,,2095.7,2442,,,,
,,,,,,2115.9,2791.6,,,,
,,,,,,2117.3,2350.9,,,,
,,,,,,2122.5,2497.2,,,,
,,,,,,2124.3,2444,,,,
,,,,,,2143.3,2474.2,,,,
,,,,,,2146.9,2664.5,,,,
,,,,,,2148.6,2336.4,,,,
,,,,,,2156,1918,,,,
,,,,,,2163.5,2808.9,,,,
,,,,,,2164.9,2454.5,,,,
,,,,,,2175.7,2761.6,,,,
,,,,,,2176.9,2457.9,,,,
,,,,,,2179.5,2671.7,,,,
,,,,,,2185.9,2337.8,,,,
,,,,,,2205,2476.1,,,,
,,,,,,2208.3,3033,,,,
,,,,,,2220.9,2562.9,,,,
,,,,,,2223.6,2062.7,,,,
,,,,,,2245.6,2476.2,,,,
,,,,,,2264,2706.9,,,,
,,,,,,2272.8,2422.8,,,,
,,,,,,2296,2521.7,,,,
,,,,,,2303.6,2709.5,,,,
,,,,,,2303.6,2810,,,,
,,,,,,2315.7,2677.8,,,,
,,,,,,2335,2939.5,,,,
,,,,,,2338.4,2859.6,,,,
,,,,,,2342.9,2841.6,,,,
,,,,,,2344.5,3252,,,,
,,,,,,2353.7,2711.4,,,,
,,,,,,2363.5,2635.7,,,,
,,,,,,2366.8,2643.1,,,,
,,,,,,2369.9,2374.5,,,,
,,,,,,2380.5,2204.1,,,,
,,,,,,2400.1,2854.2,,,,
,,,,,,2417.8,2674.2,,,,
,,,,,,2428.8,2903.1,,,,
,,,,,,2454.8,2872.4,,,,
,,,,,,2469.9,3153.4,,,,
,,,,,,2475.9,3020.1,,,,
,,,,,,2549.9,3318.5,,,,
,,,,,,2554,3220.5,,,,
,,,,,,2555.3,2907.5,,,,
,,,,,,2572.3,3233.8,,,,
,,,,,,2606.4,2968.4,,,,
,,,,,,2612.8,3503,,,,
,,,,,,2637,3048.2,,,,
,,,,,,2694.8,2396.7,,,,
,,,,,,2699.2,3135.6,,,,
,,,,,,2741,3460.2,,,,
,,,,,,2950.6,3218.4,,,,
,,,,,,3017.4,3648.4,,,,
,,,,,,3089.4,3617.7,,,,
,,,,,,3096.3,3551.6,,,,
,,,,,,3524.3,3967.5,,,,
,,,,,,3740.7,4130.1,,,,
,,,,,,4174.9,4904.7,,,,
